Feb 20 16:33:33 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Feb 20 16:33:33 ubuntu dstat.sh[59570]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Feb 20 16:33:33 ubuntu dstat.sh[59570]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Feb 20 16:35:14 ubuntu dstat.sh[59570]: 20-02 16:35:14| 39   8  53   0   0|1444M 1058M  164M 5081M|9237B 5322B|   0  1633k|   0  22.0 |3223  2475 |2.71 1.61 0.85|3.0   0  46|   0     0 |           | 11   33    0   59    0
Feb 20 16:35:15 ubuntu dstat.sh[59570]: 20-02 16:35:15| 33   7  58   0   0|1447M 1055M  164M 5082M|  14k   10k|   0   248k|   0  18.0 |4215  4456 |2.71 1.61 0.85|3.0   0  61|   0     0 |           | 11   33    0   60    0
Feb 20 16:35:16 ubuntu dstat.sh[59570]: 20-02 16:35:16| 37   6  56   0   0|1489M 1013M  164M 5082M|8748B 5369B|   0   255k|   0  21.9 |3508  2953 |2.65 1.62 0.86|2.0   0 5.0|   0     0 |           | 11   33    0   60    0
Feb 20 16:35:17 ubuntu dstat.sh[59570]: 20-02 16:35:17| 37   4  58   0   0|1498M 1004M  164M 5082M|  17k   14k|   0   144k|   0  8.02 |4781  5395 |2.65 1.62 0.86|2.0   0   0|   0     0 |           | 11   33    0   61    0
Feb 20 16:35:18 ubuntu dstat.sh[59570]: 20-02 16:35:18| 37   9  54   0   0|1424M 1079M  164M 5082M|9030B 6161B|   0   549k|   0  66.2 |4375  4448 |2.65 1.62 0.86|2.0   0  48|   0     0 |           | 11   32    0   62    0
Feb 20 16:35:19 ubuntu dstat.sh[59570]: 20-02 16:35:19| 37   6  56   0   0|1463M 1039M  164M 5082M|  13k   10k|   0   184k|   0  8.99 |3541  3205 |2.65 1.62 0.86|1.0   0   0|   0     0 |           | 11   34    0   62    0
Feb 20 16:35:20 ubuntu dstat.sh[59570]: 20-02 16:35:20| 27  11  60   0   0|1405M 1097M  164M 5082M|  16k   12k|   0   244k|   0  22.0 |6093  6942 |2.65 1.62 0.86|2.0   0 144|   0     0 |           | 11   33    0   62    0
Feb 20 16:35:21 ubuntu dstat.sh[59570]: 20-02 16:35:21| 23  10  66   0   0|1437M 1065M  164M 5082M|4256B 1446B|   0   295k|   0  21.9 |3169  2488 |2.52 1.61 0.86|2.0   0 138|   0     0 |           | 11   32    0   63    0
Feb 20 16:35:22 ubuntu dstat.sh[59570]: 20-02 16:35:22| 18   3  78   0   0|1444M 1058M  164M 5082M|9845B 7334B|   0   176k|   0  10.0 |2274  2276 |2.52 1.61 0.86|1.0   0   0|   0     0 |           | 11   33    0   63    0
Feb 20 16:35:23 ubuntu dstat.sh[59570]: 20-02 16:35:23| 14  10  75   0   0|1422M 1080M  164M 5082M|6458B 3917B|   0   786k|   0  59.2 |4424  4450 |2.52 1.61 0.86|3.0   0 163|   0     0 |           | 11   32    0   64    0
Feb 20 16:35:24 ubuntu dstat.sh[59570]: 20-02 16:35:24| 16  11  72   0   0|1401M 1101M  164M 5082M|3299B  527B|   0   160k|   0  11.0 |2953  2170 |2.52 1.61 0.86|1.0   0 121|   0     0 |           | 11   32    0   57    0
Feb 20 16:35:25 ubuntu dstat.sh[59570]: 20-02 16:35:25| 18   3  78   0   0|1415M 1087M  164M 5082M|9007B 6078B|   0     0 |   0     0 |1950  1601 |2.52 1.61 0.86|2.0   0 1.0|   0     0 |           | 11   33    0   57    0
Feb 20 16:35:26 ubuntu dstat.sh[59570]: 20-02 16:35:26| 18   5  75   0   0|1390M 1112M  164M 5082M|9467B 5665B|   0   224k|   0  10.0 |3562  4046 |2.39 1.60 0.86|1.0   0  46|   0     0 |           | 11   32    0   58    0
Feb 20 16:35:27 ubuntu dstat.sh[59570]: 20-02 16:35:27| 19   3  78   0   0|1433M 1069M  164M 5082M|5844B 2894B|   0  3284k|   0   148 |1846  1513 |2.39 1.60 0.86|1.0   0   0|   0     0 |           | 11   33    0   58    0
Feb 20 16:35:28 ubuntu dstat.sh[59570]: 20-02 16:35:28| 18   2  77   0   0|1421M 1081M  164M 5082M|  14k   11k|   0   192k|   0  17.0 |4128  5497 |2.39 1.60 0.86|  0   0   0|   0     0 |           | 11   33    0   57    0
Feb 20 16:35:29 ubuntu dstat.sh[59570]: 20-02 16:35:29| 12  17  69   0   0|1327M 1174M  164M 5082M|4471B 1144B|   0  2070k|   0   134 |5642  5128 |2.39 1.60 0.86|2.0   0 390|   0     0 |           | 11   32    0   57    0
Feb 20 16:35:30 ubuntu dstat.sh[59570]: 20-02 16:35:30| 33  14  51   0   0|1417M 1084M  164M 5082M|3670B  486B|  36k  529k|1.00  25.0 |4429  3337 |2.39 1.60 0.86|2.0   0 236|   0     0 |           | 11   32    0   59    0
Feb 20 16:35:31 ubuntu dstat.sh[59570]: 20-02 16:35:31| 41   7  47   4   0|1497M 1000M  165M 5086M|3024B  541B| 437k 9528k|17.0   759 |5989  8244 |2.44 1.62 0.87|  0 2.0  44|   0     0 |           | 11   36    0   59    0
Feb 20 16:35:32 ubuntu dstat.sh[59570]: 20-02 16:35:32| 37   6  42  13   0|1452M 1039M  166M 5090M|3439B  485B|   0    40M|   0  3743 |  15k   29k|2.44 1.62 0.87|1.0 1.0 106|   0     0 |           | 11   36    0   54    0
Feb 20 16:35:33 ubuntu dstat.sh[59570]: 20-02 16:35:33| 40   8  45   6   0|1421M 1069M  166M 5091M|3320B  540B|   0    25M|   0  2171 |9596    17k|2.44 1.62 0.87|3.0   0  28|   0     0 |           | 11   32    0   54    0
Feb 20 16:35:34 ubuntu dstat.sh[59570]: 20-02 16:35:34| 45   7  46   2   0|1443M 1047M  166M 5091M|3875B  541B|   0    11M|   0   806 |5201  6673 |2.44 1.62 0.87|4.0 1.0 2.0|   0     0 |           | 11   34    0   54    0
Feb 20 16:35:35 ubuntu dstat.sh[59570]: 20-02 16:35:35| 38   9  44   7   0|1394M 1095M  167M 5091M|3664B  486B|   0    15M|   0  2385 |  14k   25k|2.44 1.62 0.87|3.0   0  34|   0     0 |           | 11   32    0   54    0
Feb 20 16:35:36 ubuntu dstat.sh[59570]: 20-02 16:35:36| 23   5  70   0   0|1399M 1090M  167M 5091M|2896B  581B|   0  5440k|   0   309 |2876  3008 |2.33 1.61 0.87|2.0   0  68|   0     0 |           | 11   32    0   49    0
Feb 20 16:35:37 ubuntu dstat.sh[59570]: 20-02 16:35:37| 22   4  73   0   0|1452M 1037M  167M 5091M|3569B  487B|   0   970k|   0  47.1 |1970  1583 |2.33 1.61 0.87|3.0   0 2.0|   0     0 |           | 11   32    0   49    0
Feb 20 16:35:38 ubuntu dstat.sh[59570]: 20-02 16:35:38| 22   4  72   0   0|1419M 1070M  167M 5091M|2959B  540B|   0  7117k|   0   380 |2388  2711 |2.33 1.61 0.87|2.0   0 1.0|   0     0 |           | 11   32    0   49    0
Feb 20 16:35:39 ubuntu dstat.sh[59570]: 20-02 16:35:39| 22   4  74   0   0|1466M 1023M  167M 5091M|3557B  540B|   0   280k|   0  8.99 |1781  1259 |2.33 1.61 0.87|3.0   0 2.0|   0     0 |           | 11   32    0   49    0
Feb 20 16:35:40 ubuntu dstat.sh[59570]: 20-02 16:35:40| 23   4  73   0   0|1406M 1083M  167M 5091M|3084B  541B|   0     0 |   0     0 |1730  1176 |2.33 1.61 0.87|2.0   0 1.0|   0     0 |           | 11   32    0   47    0
Feb 20 16:35:41 ubuntu dstat.sh[59570]: 20-02 16:35:41| 22   4  73   0   0|1446M 1043M  167M 5091M|2781B  540B|   0   128k|   0  4.00 |1828  1357 |2.22 1.60 0.88|2.0   0 2.0|   0     0 |           | 11   32    0   47    0
Feb 20 16:35:42 ubuntu dstat.sh[59570]: 20-02 16:35:42| 23   3  72   1   0|1370M 1119M  167M 5091M|2678B  540B|   0  7094k|   0   331 |2062  2177 |2.22 1.60 0.88|2.0   0 1.0|   0     0 |           | 11   32    0   47    0
Feb 20 16:35:43 ubuntu dstat.sh[59570]: 20-02 16:35:43| 22   4  73   0   0|1420M 1069M  167M 5091M|2766B  486B|   0   672k|   0  32.0 |1735  1206 |2.22 1.60 0.88|4.0   0 2.0|   0     0 |           | 11   32    0   47    0
Feb 20 16:35:44 ubuntu dstat.sh[59570]: 20-02 16:35:44| 23   3  74   0   0|1411M 1078M  167M 5092M|3079B  540B|   0  4095B|   0  1.00 |1660  1105 |2.22 1.60 0.88|3.0   0 1.0|   0     0 |           | 11   32    0   44    0
Feb 20 16:35:45 ubuntu dstat.sh[59570]: 20-02 16:35:45| 21   4  73   0   0|1444M 1045M  167M 5092M|2884B  486B|   0   148k|   0  12.0 |1993  1744 |2.22 1.60 0.88|1.0   0 2.0|   0     0 |           | 11   32    0   44    0
Feb 20 16:35:46 ubuntu dstat.sh[59570]: 20-02 16:35:46| 22   4  73   0   0|1465M 1023M  167M 5092M|2719B  540B|   0   324k|   0  22.0 |1763  1260 |2.12 1.59 0.88|3.0   0 2.0|   0     0 |           | 11   32    0   44    0
Feb 20 16:35:47 ubuntu dstat.sh[59570]: 20-02 16:35:47| 22   3  73   0   0|1452M 1036M  167M 5092M|2843B  486B|   0     0 |   0     0 |1669  1112 |2.12 1.59 0.88|3.0   0 1.0|   0     0 |           | 11   32    0   44    0
Feb 20 16:35:48 ubuntu dstat.sh[59570]: 20-02 16:35:48| 22   4  74   0   1|1459M 1030M  167M 5092M|2840B  540B|   0     0 |   0     0 |1705  1231 |2.12 1.59 0.88|2.0   0   0|   0     0 |           | 11   32    0   44    0
Feb 20 16:35:49 ubuntu dstat.sh[59570]: 20-02 16:35:49| 23   4  73   0   0|1438M 1051M  167M 5092M|2944B  486B|   0  1807k|   0   207 |1847  1361 |2.12 1.59 0.88|4.0   0 1.0|   0     0 |           | 11   32    0   39    0
Feb 20 16:35:50 ubuntu dstat.sh[59570]: 20-02 16:35:50| 22   3  73   0   0|1452M 1037M  167M 5092M|2962B  540B|   0  4099B|   0  1.00 |1685  1133 |2.12 1.59 0.88|2.0   0 2.0|   0     0 |           | 11   32    0   39    0
Feb 20 16:35:51 ubuntu dstat.sh[59570]: 20-02 16:35:51| 10  18  70   0   0|1422M 1067M  167M 5092M|3021B  633B|   0   372k|   0  5.00 |4686  3211 |2.03 1.58 0.88|1.0   0 263|   0     0 |           | 11   32    0   39    0
Feb 20 16:35:52 ubuntu dstat.sh[59570]: 20-02 16:35:52|  8  22  68   0   0|1407M 1082M  167M 5092M|2848B  487B|   0   705k|   0  8.01 |5660  4170 |2.03 1.58 0.88|1.0   0 392|   0     0 |           | 11   32    0   39    0
Feb 20 16:35:53 ubuntu dstat.sh[59570]: 20-02 16:35:53|  7  22  68   0   0|1386M 1103M  167M 5092M|3329B  540B|   0  1204k|   0   149 |5267  3537 |2.03 1.58 0.88|1.0   0 297|   0     0 |           | 11   32    0   37    0
Feb 20 16:35:54 ubuntu dstat.sh[59570]: 20-02 16:35:54|  9  20  70   0   0|1373M 1115M  167M 5092M|3079B  486B|   0  8200B|   0  2.00 |5161  3555 |2.03 1.58 0.88|2.0   0 298|   0     0 |           | 11   32    0   37    0
Feb 20 16:35:55 ubuntu dstat.sh[59570]: 20-02 16:35:55| 16  11  71   0   0|1409M 1079M  167M 5092M|3494B  539B|   0   192k|   0  12.0 |3310  2655 |2.03 1.58 0.88|1.0   0 121|   0     0 |           | 11   32    0   37    0
Feb 20 16:35:56 ubuntu dstat.sh[59570]: 20-02 16:35:56| 21   4  73   0   0|1413M 1076M  167M 5092M|3440B  540B|   0   444k|   0  32.0 |1824  1339 |1.95 1.57 0.88|1.0   0 2.0|   0     0 |           | 11   32    0   37    0
Feb 20 16:35:57 ubuntu dstat.sh[59570]: 20-02 16:35:57| 23   3  74   0   0|1377M 1112M  167M 5092M|3568B  557B|   0    16k|   0  1.00 |1717  1197 |1.95 1.57 0.88|1.0   0 1.0|   0     0 |           | 11   32    0   33    0
Feb 20 16:35:58 ubuntu dstat.sh[59570]: 20-02 16:35:58| 21   4  74   0   0|1449M 1039M  167M 5092M|3560B  540B|   0     0 |   0     0 |1742  1189 |1.95 1.57 0.88|1.0   0 2.0|   0     0 |           | 11   32    0   33    0
Feb 20 16:35:59 ubuntu dstat.sh[59570]: 20-02 16:35:59| 23   3  73   0   0|1443M 1045M  167M 5092M|4275B  539B|   0    24k|   0  2.00 |1755  1248 |1.95 1.57 0.88|1.0   0 1.0|   0     0 |           | 11   32    0   33    0
Feb 20 16:36:00 ubuntu dstat.sh[59570]: 20-02 16:36:00| 22   3  74   0   0|1484M 1004M  167M 5092M|4215B  270B|   0    12k|   0  1.00 |1708  1120 |1.95 1.57 0.88|1.0   0 2.0|   0     0 |           | 11   32    0   33    0
Feb 20 16:36:01 ubuntu dstat.sh[59570]: 20-02 16:36:01| 23   2  73   0   0|1438M 1051M  167M 5092M|3341B  215B|   0    88k|   0  3.98 |1765  1245 |1.87 1.56 0.88|1.0   0 1.0|   0     0 |           | 11   32    0   29    0
Feb 20 16:36:02 ubuntu dstat.sh[59570]: 20-02 16:36:02| 23   3  73   0   0|1461M 1027M  167M 5092M|2789B  487B|   0    28k|   0  3.01 |1725  1144 |1.87 1.56 0.88|1.0   0 2.0|   0     0 |           | 11   32    0   29    0
Feb 20 16:36:03 ubuntu dstat.sh[59570]: 20-02 16:36:03| 22   4  74   0   0|1449M 1040M  167M 5092M|2966B  541B|   0     0 |   0     0 |1792  1302 |1.87 1.56 0.88|1.0   0 1.0|   0     0 |           | 11   32    0   29    0
Feb 20 16:36:04 ubuntu dstat.sh[59570]: 20-02 16:36:04| 23   2  74   0   0|1481M 1007M  167M 5092M|2827B  486B|   0  2081k|   0  12.0 |1735  1122 |1.87 1.56 0.88|1.0   0 2.0|   0     0 |           | 11   32    0   29    0
Feb 20 16:36:05 ubuntu dstat.sh[59570]: 20-02 16:36:05| 22   5  73   0   0|1456M 1032M  167M 5092M|3201B  540B|   0   188k|   0  9.00 |2034  1755 |1.87 1.56 0.88|1.0   0 2.0|   0     0 |           | 11   32    0   21    0
Feb 20 16:36:06 ubuntu dstat.sh[59570]: 20-02 16:36:06| 23   2  73   0   0|1475M 1013M  167M 5092M|2959B  540B|   0   324k|   0  23.0 |1745  1135 |1.80 1.55 0.88|1.0   0 2.0|   0     0 |           | 11   32    0   21    0
Feb 20 16:36:07 ubuntu dstat.sh[59570]: 20-02 16:36:07| 28   6  65   0   0|1430M 1058M  167M 5092M|3081B  486B|   0     0 |   0     0 |2909  9828 |1.80 1.55 0.88|1.0   0  37|   0     0 |           | 11   32    0   22    0
Feb 20 16:36:08 ubuntu dstat.sh[59570]: 20-02 16:36:08| 22   3  74   0   0|1438M 1050M  167M 5092M|2838B  540B|   0    92k|   0  2.00 |1712  1074 |1.80 1.55 0.88|1.0   0 3.0|   0     0 |           | 11   32    0   22    0
Feb 20 16:36:09 ubuntu dstat.sh[59570]: 20-02 16:36:09| 22   4  73   0   0|1434M 1055M  167M 5092M|3260B  540B|   0   288k|   0  61.0 |1849  1401 |1.80 1.55 0.88|1.0   0   0|   0     0 |           | 11   32    0   15    0
Feb 20 16:36:10 ubuntu dstat.sh[59570]: 20-02 16:36:10| 22   5  73   0   0|1478M 1010M  167M 5092M|3491B  487B|   0     0 |   0     0 |1912  1365 |1.80 1.55 0.88|1.0   0 7.0|   0     0 |           | 11   32    0   15    0
Feb 20 16:36:11 ubuntu dstat.sh[59570]: 20-02 16:36:11| 22   4  73   0   0|1489M  999M  167M 5092M|3198B  540B|   0    84k|   0  3.00 |1772  1135 |1.82 1.56 0.89|1.0   0 3.0|   0     0 |           | 11   32    0   15    0
Feb 20 16:36:12 ubuntu dstat.sh[59570]: 20-02 16:36:12| 22   4  73   0   0|1506M  982M  167M 5092M|2834B  484B|   0     0 |   0     0 |1809  1340 |1.82 1.56 0.89|2.0   0   0|   0     0 |           | 11   32    0   15    0
Feb 20 16:36:13 ubuntu dstat.sh[59570]: 20-02 16:36:13| 22   4  73   0   0|1476M 1012M  167M 5092M|3741B  540B|   0    20k|   0  1.00 |1850  1325 |1.82 1.56 0.89|1.0   0 1.0|   0     0 |           | 11   32    0   12    0
Feb 20 16:36:14 ubuntu dstat.sh[59570]: 20-02 16:36:14| 23   3  74   0   0|1499M  989M  167M 5092M|4943B  488B|   0    16k|   0  2.01 |1780  1129 |1.82 1.56 0.89|1.0   0 2.0|   0     0 |           | 11   32    0   12    0
Feb 20 16:36:15 ubuntu dstat.sh[59570]: 20-02 16:36:15| 11  19  68   0   0|1468M 1020M  167M 5092M|4685B  486B|   0   600k|   0  49.0 |5226  3924 |1.82 1.56 0.89|2.0   0 322|   0     0 |           | 11   32    0   12    0
Feb 20 16:36:16 ubuntu dstat.sh[59570]: 20-02 16:36:16| 15  12  71   0   0|1468M 1020M  167M 5092M|2939B    0 |   0   408k|   0  24.0 |3253  2377 |1.75 1.55 0.89|1.0   0 139|   0     0 |           | 11   32    0   12    0
Feb 20 16:36:17 ubuntu dstat.sh[59570]: 20-02 16:36:17| 23   3  74   0   0|1504M  984M  167M 5092M|2598B    0 |   0     0 |   0     0 |1618  1077 |1.75 1.55 0.89|1.0   0   0|   0     0 |           | 11   32    0    9    0
Feb 20 16:36:18 ubuntu dstat.sh[59570]: 20-02 16:36:18| 22   5  73   0   0|1466M 1022M  167M 5092M|2954B   54B|   0     0 |   0     0 |1836  1300 |1.75 1.55 0.89|3.0   0 9.0|   0     0 |           | 11   32    0    9    0
Feb 20 16:36:19 ubuntu dstat.sh[59570]: 20-02 16:36:19| 19  11  70   0   0|1466M 1022M  167M 5092M|3249B  486B|  40k    0 |2.00     0 |2978  2067 |1.75 1.55 0.89|1.0   0 153|   0     0 |           | 11   32    0    9    0
Feb 20 16:36:20 ubuntu dstat.sh[59570]: 20-02 16:36:20|  7  22  69   0   0|1454M 1034M  167M 5092M|3386B  539B|   0   256k|   0  34.0 |5296  3735 |1.75 1.55 0.89|1.0   0 335|   0     0 |           | 11   32    0    9    0
Feb 20 16:36:21 ubuntu dstat.sh[59570]: 20-02 16:36:21|  8  23  67   0   0|1445M 1043M  167M 5092M|3202B  540B|   0   212k|   0  5.00 |5233  3611 |1.69 1.54 0.89|3.0   0 309|   0     0 |           | 11   32    0    5    0
Feb 20 16:36:22 ubuntu dstat.sh[59570]: 20-02 16:36:22|  9  22  68   0   0|1428M 1060M  167M 5092M|3918B  540B|   0   188k|   0  3.00 |5298  3754 |1.69 1.54 0.89|1.0   0 340|   0     0 |           | 11   32    0    5    0
Feb 20 16:36:23 ubuntu dstat.sh[59570]: 20-02 16:36:23|  8  21  68   0   0|1412M 1076M  167M 5092M|3378B  540B|   0   368k|   0  4.00 |5489  3925 |1.69 1.54 0.89|2.0   0 358|   0     0 |           | 11   32    0    5    0
Feb 20 16:36:24 ubuntu dstat.sh[59570]: 20-02 16:36:24|  9  22  67   0   0|1398M 1090M  167M 5093M|2899B  540B|   0   828k|   0  9.00 |5079  3345 |1.69 1.54 0.89|2.0   0 296|   0     0 |           | 11   32    0    5    0
Feb 20 16:36:25 ubuntu dstat.sh[59570]: 20-02 16:36:25|  9  22  67   0   0|1382M 1106M  167M 5093M|3178B  485B|   0  1349k|   0  74.8 |5629  4184 |1.69 1.54 0.89|4.0   0 351|   0     0 |           | 11   32    0    4    0
Feb 20 16:36:26 ubuntu dstat.sh[59570]: 20-02 16:36:26|  9  23  68   0   0|1380M 1107M  167M 5093M|2239B   96B|   0  1539k|   0  69.2 |5500  3972 |1.56 1.52 0.88|2.0   0 368|   0     0 |           | 11   32    0    4    0
Feb 20 16:36:27 ubuntu dstat.sh[59570]: 20-02 16:36:27|  8  21  70   0   0|1373M 1115M  167M 5093M|2784B  486B|   0   164k|   0  4.00 |5345  3826 |1.56 1.52 0.88|1.0   0 344|   0     0 |           | 11   32    0    4    0
Feb 20 16:36:28 ubuntu dstat.sh[59570]: 20-02 16:36:28|  8  21  70   0   0|1368M 1120M  167M 5093M|2650B  487B|   0   144k|   0  6.01 |5380  3797 |1.56 1.52 0.88|2.0   0 338|   0     0 |           | 11   32    0    4    0
Feb 20 16:36:29 ubuntu dstat.sh[59570]: 20-02 16:36:29|  9  22  68   0   0|1369M 1119M  167M 5093M|3079B  540B|   0   244k|   0  7.00 |5239  3628 |1.56 1.52 0.88|1.0   0 321|   0     0 |           | 11   32    0    4    0
Feb 20 16:36:30 ubuntu dstat.sh[59570]: 20-02 16:36:30|  8  23  68   0   0|1363M 1125M  167M 5093M|3634B  486B|   0    40k|   0  10.0 |5443  3717 |1.56 1.52 0.88|2.0   0 359|   0     0 |           | 11   32    0    3    0
Feb 20 16:36:31 ubuntu dstat.sh[59570]: 20-02 16:36:31| 10  20  68   0   0|1279M 1208M  167M 5092M|3464B  540B|   0   436k|   0  70.0 |5153  3701 |1.43 1.49 0.88|1.0   0 263|   0     0 |           | 11   32    0    3    0
Feb 20 16:36:32 ubuntu dstat.sh[59570]: 20-02 16:36:32| 19  29  51   0   0|1325M 1163M  167M 5093M|3415B  270B|   0   432k|   0  24.0 |6425  5278 |1.43 1.49 0.88|5.0   0 591|   0     0 |           | 11   32    0    5    0
Feb 20 16:36:33 ubuntu dstat.sh[59570]: 20-02 16:36:33| 56  22  21   0   0|1490M  997M  167M 5093M|3117B  216B|   0   724k|   0  47.0 |5146  4019 |1.43 1.49 0.88|3.0   0 314|   0     0 |           | 11   32    0    9    0
Feb 20 16:36:34 ubuntu dstat.sh[59570]: 20-02 16:36:34| 55  11  27   5   0|1593M  885M  168M 5101M|3560B  540B| 444k   18M|10.0  1216 |8474    12k|1.43 1.49 0.88|  0 1.0  54|   0     0 |           | 11   38    0    8    0
Feb 20 16:36:35 ubuntu dstat.sh[59570]: 20-02 16:36:35| 33  13  37  13   0|1593M  874M  169M 5111M|3383B  324B|   0    94M|   0  6759 |  24k   48k|1.43 1.49 0.88|2.0 1.0 166|   0     0 |           | 11   36    0    8    0
Feb 20 16:36:36 ubuntu dstat.sh[59570]: 20-02 16:36:36| 38  10  36  13   0|1597M  861M  169M 5119M|4191B 2447B|   0    69M|   0  5180 |  20k   37k|1.80 1.56 0.91|1.0 2.0  60|   0     0 |           | 11   37    0    8    0
Feb 20 16:36:37 ubuntu dstat.sh[59570]: 20-02 16:36:37| 42   9  33  13   0|1598M  851M  170M 5127M|  11k 7575B|   0    73M|   0  5456 |  20k   40k|1.80 1.56 0.91|4.0 1.0  42|   0     0 |           | 11   36    0    9    0
Feb 20 16:36:38 ubuntu dstat.sh[59570]: 20-02 16:36:38| 36  25  28   9   0|1530M  913M  170M 5133M|3028B  541B| 373k   35M|6.01  2686 |  15k   26k|1.80 1.56 0.91|3.0 1.0 398|   0     0 |           | 11   34    0    9    0
Feb 20 16:36:39 ubuntu dstat.sh[59570]: 20-02 16:36:39| 43  18  27  10   0|1553M  883M  170M 5137M|8357B 5869B|1115k   50M|20.0  3707 |  18k   33k|1.80 1.56 0.91|3.0   0 178|   0     0 |           | 11   35    0    9    0
Feb 20 16:36:40 ubuntu dstat.sh[59570]: 20-02 16:36:40| 30  10  46  11   0|1552M  881M  171M 5140M|  13k   10k| 667k   43M|12.0  3380 |  17k   32k|1.80 1.56 0.91|3.0 1.0 143|   0     0 |           | 11   35    0    9    0
Feb 20 16:36:41 ubuntu dstat.sh[59570]: 20-02 16:36:41| 30  10  43  14   0|1525M  906M  171M 5142M|6410B 3985B|   0    57M|   0  4657 |  18k   36k|1.89 1.59 0.92|5.0 1.0  75|   0     0 |           | 11   34    0    9    0
Feb 20 16:36:42 ubuntu dstat.sh[59570]: 20-02 16:36:42| 32   7  45  13   0|1561M  870M  171M 5143M|8556B 5574B|   0    49M|   0  4354 |  15k   31k|1.89 1.59 0.92|2.0 1.0  33|   0     0 |           | 11   35    0    9    0
Feb 20 16:36:43 ubuntu dstat.sh[59570]: 20-02 16:36:43| 30   8  46  13   0|1554M  876M  171M 5143M|  12k 9071B|   0    63M|   0  5067 |  20k   39k|1.89 1.59 0.92|2.0 1.0  30|   0     0 |           | 11   35    0    9    0
Feb 20 16:36:44 ubuntu dstat.sh[59570]: 20-02 16:36:44| 34   9  44  10   0|1479M  949M  171M 5145M|  10k 7104B|   0    35M|   0  3318 |  15k   30k|1.89 1.59 0.92|3.0 1.0 116|   0     0 |           | 11   36    0   10    0
Feb 20 16:36:45 ubuntu dstat.sh[59570]: 20-02 16:36:45| 33   8  42  14   0|1531M  894M  172M 5148M|4294B 2505B|   0    52M|   0  4557 |  16k   33k|1.89 1.59 0.92|2.0 1.0  55|   0     0 |           | 11   37    0   10    0
Feb 20 16:36:46 ubuntu dstat.sh[59570]: 20-02 16:36:46| 28   7  48  13   0|1526M  894M  172M 5152M|  14k   10k|   0    62M|   0  4866 |  20k   38k|1.74 1.56 0.91|3.0 1.0  54|   0     0 |           | 11   37    0   10    0
Feb 20 16:36:47 ubuntu dstat.sh[59570]: 20-02 16:36:47| 28   8  47  14   0|1499M  917M  172M 5155M|  10k 7871B|   0    51M|   0  4344 |  19k   36k|1.74 1.56 0.91|1.0 2.0 117|   0     0 |           | 11   36    0   10    0
Feb 20 16:36:48 ubuntu dstat.sh[59570]: 20-02 16:36:48| 36   9  39  15   0|1505M  910M  172M 5158M|2527B  486B|   0    64M|   0  5137 |  20k   37k|1.74 1.56 0.91|2.0   0  69|   0     0 |           | 11   36    0   10    0
Feb 20 16:36:49 ubuntu dstat.sh[59570]: 20-02 16:36:49| 27   7  49  12   0|1518M  902M  172M 5153M|  13k 9970B|   0    44M|   0  3979 |  18k   34k|1.74 1.56 0.91|2.0 1.0  12|   0     0 |           | 11   37    0   10    0
Feb 20 16:36:50 ubuntu dstat.sh[59570]: 20-02 16:36:50| 34   6  48   9   0|1516M  902M  172M 5153M|  14k   11k|   0    56M|   0  4326 |  18k   35k|1.74 1.56 0.91|2.0   0  39|   0     0 |           | 11   34    0   12    0
Feb 20 16:36:51 ubuntu dstat.sh[59570]: 20-02 16:36:51| 33  16  49   1   0|1366M 1052M  172M 5153M|2548B  202B|   0  7369k|   0   433 |5511  5183 |1.76 1.57 0.92|1.0   0 267|   0     0 |           | 11   32    0   12    0
Feb 20 16:36:52 ubuntu dstat.sh[59570]: 20-02 16:36:52| 17   2  79   0   0|1374M 1044M  172M 5153M|  11k 8479B|   0  1131k|   0  65.2 |3045  3555 |1.76 1.57 0.92|1.0   0   0|   0     0 |           | 11   33    0   12    0
Feb 20 16:36:53 ubuntu dstat.sh[59570]: 20-02 16:36:53| 20   7  73   0   0|1352M 1066M  172M 5153M|3740B 1307B|   0  2407k|   0   194 |2448  1925 |1.76 1.57 0.92|1.0   0  34|   0     0 |           | 11   32    0   13    0
Feb 20 16:36:54 ubuntu dstat.sh[59570]: 20-02 16:36:54| 17   2  81   0   0|1376M 1042M  172M 5154M|9404B 6378B|   0   497k|   0  31.0 |1830  1593 |1.76 1.57 0.92|1.0   0   0|   0     0 |           | 11   33    0   13    0
