Mar 24 15:00:51 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Mar 24 15:00:51 ubuntu dstat.sh[65379]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Mar 24 15:00:51 ubuntu dstat.sh[65379]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Mar 24 15:02:33 ubuntu dstat.sh[65379]: 24-03 15:02:33| 31  12  57   0   0|1416M  827M  169M 5323M|  14k   10k|   0   232k|   0  22.0 |4937  4811 |2.51 1.45 0.74|2.0   0 158|   0     0 |           | 11   33    0   63    0
Mar 24 15:02:34 ubuntu dstat.sh[65379]: 24-03 15:02:34| 18   7  72   0   0|1412M  831M  169M 5324M|  11k 7273B|   0  1607k|   0  25.0 |4132  4610 |2.51 1.45 0.74|2.0   0 120|   0     0 |           | 11   32    0   64    0
Mar 24 15:02:35 ubuntu dstat.sh[65379]: 24-03 15:02:35| 21   4  73   0   0|1419M  824M  169M 5324M|6036B 1756B|   0   224k|   0  11.0 |1856  1325 |2.51 1.45 0.74|  0   0 5.0|   0     0 |           | 11   32    1   63    0
Mar 24 15:02:36 ubuntu dstat.sh[65379]: 24-03 15:02:36| 14   2  82   0   0|1410M  833M  169M 5324M|  14k   11k|   0   140k|   0  6.00 |2949  3542 |2.51 1.45 0.74|  0   0   0|   0     0 |           | 11   33    0   63    0
Mar 24 15:02:37 ubuntu dstat.sh[65379]: 24-03 15:02:37| 13  14  71   1   0|1392M  851M  169M 5324M|6736B 2907B|   0  2273k|   0   155 |4674  4175 |2.51 1.45 0.74|1.0   0 206|   0     0 |           | 11   32    0   64    0
Mar 24 15:02:38 ubuntu dstat.sh[65379]: 24-03 15:02:38| 18   9  72   0   0|1429M  814M  169M 5324M|5156B 1619B|   0  8186B|   0  2.00 |2635  1734 |2.39 1.45 0.74|1.0   0  78|   0     0 |           | 11   32    0   64    0
Mar 24 15:02:39 ubuntu dstat.sh[65379]: 24-03 15:02:39| 17   3  80   0   0|1425M  818M  169M 5324M|  12k 8535B|   0   192k|   0  12.0 |2341  2312 |2.39 1.45 0.74|2.0   0   0|   0     0 |           | 11   33    0   57    0
Mar 24 15:02:40 ubuntu dstat.sh[65379]: 24-03 15:02:40| 18   6  74   0   0|1366M  877M  169M 5324M|9927B 5543B|   0  4089B|   0  1.00 |3304  3173 |2.39 1.45 0.74|1.0   0  46|   0     0 |           | 11   32    0   58    0
Mar 24 15:02:41 ubuntu dstat.sh[65379]: 24-03 15:02:41| 18   3  78   0   0|1404M  839M  169M 5324M|  10k 6656B|   0   152k|   0  30.0 |1884  1564 |2.39 1.45 0.74|1.0   0   0|   0     0 |           | 11   33    0   58    0
Mar 24 15:02:42 ubuntu dstat.sh[65379]: 24-03 15:02:42| 18   3  78   0   0|1397M  845M  169M 5324M|  13k 9298B|   0   152k|   0  9.02 |4269  5470 |2.39 1.45 0.74|1.0   0   0|   0     0 |           | 11   33    0   58    0
Mar 24 15:02:43 ubuntu dstat.sh[65379]: 24-03 15:02:43| 12  16  70   0   0|1363M  880M  169M 5324M|6619B 2803B|   0   188k|   0  21.0 |4858  3764 |2.27 1.44 0.75|1.0   0 247|   0     0 |           | 11   32    0   54    0
Mar 24 15:02:44 ubuntu dstat.sh[65379]: 24-03 15:02:44| 17  22  59   0   0|1351M  892M  169M 5324M|4698B 1458B|   0   540k|   0  28.0 |5571  4266 |2.27 1.44 0.75|2.0   0 380|   0     0 |           | 11   32    0   56    0
Mar 24 15:02:45 ubuntu dstat.sh[65379]: 24-03 15:02:45| 44   6  49   0   0|1448M  794M  170M 5325M|5114B 1619B|   0  1047k|   0   102 |2895  1569 |2.27 1.44 0.75|2.0   0   0|   0     0 |           | 11   32    0   56    0
Mar 24 15:02:46 ubuntu dstat.sh[65379]: 24-03 15:02:46| 36   8  46  10   0|1476M  758M  170M 5330M|4409B 1027B|   0    22M|   0  2227 |  12k   22k|2.27 1.44 0.75|1.0 1.0 119|   0     0 |           | 11   36    0   56    0
Mar 24 15:02:47 ubuntu dstat.sh[65379]: 24-03 15:02:47| 34  11  40  12   0|1504M  728M  171M 5332M|5308B 1511B|   0    44M|   0  3855 |  17k   32k|2.27 1.44 0.75|3.0   0  52|   0     0 |           | 11   36    0   54    0
Mar 24 15:02:48 ubuntu dstat.sh[65379]: 24-03 15:02:48| 44   8  47   1   0|1515M  717M  171M 5332M|4366B 1174B|   0    14M|   0   821 |4175  5242 |2.25 1.45 0.75|2.0   0 7.0|   0     0 |           | 11   32    0   54    0
Mar 24 15:02:49 ubuntu dstat.sh[65379]: 24-03 15:02:49| 40   8  45   6   0|1496M  736M  171M 5332M|5008B 1461B|   0  7476k|   0  1224 |8973    14k|2.25 1.45 0.75|2.0 1.0 2.0|   0     0 |           | 11   34    0   54    0
Mar 24 15:02:50 ubuntu dstat.sh[65379]: 24-03 15:02:50| 36  12  45   5   0|1473M  758M  172M 5332M|4801B 1565B|   0    15M|   0  1732 |  11k   17k|2.25 1.45 0.75|2.0   0  88|   0     0 |           | 11   32    0   54    0
Mar 24 15:02:51 ubuntu dstat.sh[65379]: 24-03 15:02:51| 21   6  71   1   0|1469M  762M  172M 5332M|3965B  863B|   0    14M|   0   836 |3142  4668 |2.25 1.45 0.75|1.0   0  13|   0     0 |           | 11   32    0   49    0
Mar 24 15:02:52 ubuntu dstat.sh[65379]: 24-03 15:02:52| 22   4  73   0   0|1498M  733M  172M 5332M|3860B 1176B|   0   108k|   0  13.0 |1879  1455 |2.25 1.45 0.75|1.0   0 2.0|   0     0 |           | 11   32    0   49    0
Mar 24 15:02:53 ubuntu dstat.sh[65379]: 24-03 15:02:53| 22   4  73   0   0|1461M  770M  172M 5332M|4524B 1619B|   0   992k|   0  62.0 |1905  1499 |2.15 1.44 0.75|1.0   0 1.0|   0     0 |           | 11   32    0   49    0
Mar 24 15:02:54 ubuntu dstat.sh[65379]: 24-03 15:02:54| 22   4  74   0   0|1471M  760M  172M 5332M|4624B 1621B|   0     0 |   0     0 |1782  1232 |2.15 1.44 0.75|1.0   0 3.0|   0     0 |           | 11   32    0   49    0
Mar 24 15:02:55 ubuntu dstat.sh[65379]: 24-03 15:02:55| 23   4  73   0   0|1451M  780M  172M 5332M|5176B 1620B|   0     0 |   0     0 |1753  1184 |2.15 1.44 0.75|1.0   0 1.0|   0     0 |           | 11   32    0   47    0
Mar 24 15:02:56 ubuntu dstat.sh[65379]: 24-03 15:02:56| 21   4  74   0   0|1507M  724M  172M 5332M|4828B 1511B|   0  4093B|   0  1.00 |1742  1161 |2.15 1.44 0.75|1.0   0 2.0|   0     0 |           | 11   32    0   47    0
Mar 24 15:02:57 ubuntu dstat.sh[65379]: 24-03 15:02:57| 23   3  74   0   0|1467M  764M  172M 5332M|4908B 1567B|   0  4098B|   0  1.00 |1786  1209 |2.15 1.44 0.75|1.0   0 1.0|   0     0 |           | 11   32    0   47    0
Mar 24 15:02:58 ubuntu dstat.sh[65379]: 24-03 15:02:58| 22   3  73   0   0|1475M  755M  172M 5332M|4890B 1511B|   0   184k|   0  2.00 |1815  1279 |2.06 1.43 0.76|1.0   0 2.0|   0     0 |           | 11   32    0   47    0
Mar 24 15:02:59 ubuntu dstat.sh[65379]: 24-03 15:02:59| 23   3  73   0   0|1442M  789M  172M 5333M|4908B 1567B|   0   132k|   0  9.00 |1932  1603 |2.06 1.43 0.76|1.0   0 1.0|   0     0 |           | 11   32    0   41    0
Mar 24 15:03:00 ubuntu dstat.sh[65379]: 24-03 15:03:00| 21   4  74   0   0|1433M  798M  172M 5333M|4493B 1296B|   0   332k|   0  23.0 |1898  1429 |2.06 1.43 0.76|1.0   0 1.0|   0     0 |           | 11   32    0   41    0
Mar 24 15:03:01 ubuntu dstat.sh[65379]: 24-03 15:03:01| 23   3  74   0   0|1445M  786M  172M 5333M|4359B 1297B|   0     0 |   0     0 |1767  1090 |2.06 1.43 0.76|1.0   0 2.0|   0     0 |           | 11   32    0   41    0
Mar 24 15:03:02 ubuntu dstat.sh[65379]: 24-03 15:03:02| 22   5  72   0   0|1415M  816M  172M 5333M|5028B 1659B|   0  8189B|   0  1.00 |1931  1362 |2.06 1.43 0.76|1.0   0 7.0|   0     0 |           | 11   32    0   41    0
Mar 24 15:03:03 ubuntu dstat.sh[65379]: 24-03 15:03:03| 22   4  74   0   0|1405M  826M  172M 5333M|5012B 1512B|   0  4096B|   0  1.00 |1793  1184 |1.97 1.43 0.76|1.0   0 1.0|   0     0 |           | 11   32    0   37    0
Mar 24 15:03:04 ubuntu dstat.sh[65379]: 24-03 15:03:04| 21   4  73   0   0|1462M  768M  172M 5333M|4442B 1403B|   0     0 |   0     0 |1813  1236 |1.97 1.43 0.76|2.0   0 3.0|   0     0 |           | 11   32    0   37    0
Mar 24 15:03:05 ubuntu dstat.sh[65379]: 24-03 15:03:05| 13  15  71   0   0|1401M  829M  172M 5333M|4356B 1191B|   0   329k|   0  6.02 |4347  3058 |1.97 1.43 0.76|2.0   0 242|   0     0 |           | 11   32    0   37    0
Mar 24 15:03:06 ubuntu dstat.sh[65379]: 24-03 15:03:06|  9  23  67   0   0|1389M  841M  172M 5333M|4533B 1512B|   0   704k|   0  8.00 |5415  3724 |1.97 1.43 0.76|1.0   0 349|   0     0 |           | 11   32    0   37    0
Mar 24 15:03:07 ubuntu dstat.sh[65379]: 24-03 15:03:07|  7  20  70   0   0|1353M  877M  172M 5333M|4866B 1564B|   0   280k|   0  5.99 |5112  3529 |1.97 1.43 0.76|1.0   0 283|   0     0 |           | 11   32    0   37    0
Mar 24 15:03:08 ubuntu dstat.sh[65379]: 24-03 15:03:08|  7  21  69   0   0|1354M  877M  172M 5333M|4343B 1619B|   0   104k|   0  3.00 |5310  3740 |1.90 1.42 0.76|1.0   0 326|   0     0 |           | 11   32    0   37    0
Mar 24 15:03:09 ubuntu dstat.sh[65379]: 24-03 15:03:09| 14  14  71   0   0|1371M  859M  172M 5333M|4712B 1619B|   0   208k|   0  12.0 |3828  2882 |1.90 1.42 0.76|1.0   0 170|   0     0 |           | 11   32    0   37    0
Mar 24 15:03:10 ubuntu dstat.sh[65379]: 24-03 15:03:10| 22   4  73   0   0|1422M  808M  172M 5333M|4278B 1621B|   0   432k|   0  32.0 |1860  1364 |1.90 1.42 0.76|1.0   0 2.0|   0     0 |           | 11   32    0   37    0
Mar 24 15:03:11 ubuntu dstat.sh[65379]: 24-03 15:03:11| 22   3  74   0   0|1429M  801M  172M 5333M|4511B 1624B|   0    16k|   0  1.00 |1788  1187 |1.90 1.42 0.76|1.0   0 1.0|   0     0 |           | 11   32    0   31    0
Mar 24 15:03:12 ubuntu dstat.sh[65379]: 24-03 15:03:12| 22   4  73   0   0|1437M  793M  172M 5333M|4402B 1509B|   0     0 |   0     0 |1770  1170 |1.90 1.42 0.76|1.0   0 2.0|   0     0 |           | 11   32    0   31    0
Mar 24 15:03:13 ubuntu dstat.sh[65379]: 24-03 15:03:13| 22   3  74   0   0|1403M  827M  172M 5333M|4674B 1569B|   0    20k|   0  1.00 |1750  1159 |1.82 1.41 0.76|1.0   0 1.0|   0     0 |           | 11   32    0   31    0
Mar 24 15:03:14 ubuntu dstat.sh[65379]: 24-03 15:03:14| 22   4  73   0   0|1420M  810M  172M 5333M|5066B 1510B|   0  8183B|   0  2.00 |1881  1305 |1.82 1.41 0.76|1.0   0 3.0|   0     0 |           | 11   32    0   31    0
Mar 24 15:03:15 ubuntu dstat.sh[65379]: 24-03 15:03:15| 22   3  73   0   0|1395M  835M  172M 5333M|6181B 1565B|   0    60k|   0  4.00 |1804  1170 |1.82 1.41 0.76|1.0   0 1.0|   0     0 |           | 11   32    0   31    0
Mar 24 15:03:16 ubuntu dstat.sh[65379]: 24-03 15:03:16| 26   7  66   0   0|1446M  784M  172M 5333M|5501B 1514B|   0  1198k|   0  10.0 |2901    11k|1.82 1.41 0.76|2.0   0  38|   0     0 |           | 11   32    0   26    0
Mar 24 15:03:17 ubuntu dstat.sh[65379]: 24-03 15:03:17| 23   4  73   0   0|1385M  846M  172M 5333M|5087B 1566B|   0    20k|   0  1.00 |1740  1139 |1.82 1.41 0.76|3.0   0 1.0|   0     0 |           | 11   32    0   26    0
Mar 24 15:03:18 ubuntu dstat.sh[65379]: 24-03 15:03:18| 21   4  74   0   0|1454M  776M  172M 5333M|4980B 1620B|   0    12k|   0  1.00 |1810  1195 |1.76 1.40 0.76|2.0   0 2.0|   0     0 |           | 11   32    0   26    0
Mar 24 15:03:19 ubuntu dstat.sh[65379]: 24-03 15:03:19| 23   3  73   0   0|1427M  803M  172M 5333M|4497B  701B|   0   136k|   0  9.99 |1921  1608 |1.76 1.40 0.76|2.0   0 1.0|   0     0 |           | 11   32    0   26    0
Mar 24 15:03:20 ubuntu dstat.sh[65379]: 24-03 15:03:20| 22   3  73   0   0|1449M  781M  172M 5333M|4365B 1294B|   0   343k|   0  24.0 |1812  1317 |1.76 1.40 0.76|1.0   0 2.0|   0     0 |           | 11   32    0   19    0
Mar 24 15:03:21 ubuntu dstat.sh[65379]: 24-03 15:03:21| 22   4  74   0   0|1459M  771M  172M 5333M|4204B 1137B|   0  2690k|   0   197 |1905  1265 |1.76 1.40 0.76|2.0   0 1.0|   0     0 |           | 11   32    0   19    0
Mar 24 15:03:22 ubuntu dstat.sh[65379]: 24-03 15:03:22| 22   4  73   0   0|1492M  738M  172M 5333M|3939B 1080B|   0   608k|   0   119 |1840  1157 |1.76 1.40 0.76|3.0   0 2.0|   0     0 |           | 11   32    0   19    0
Mar 24 15:03:23 ubuntu dstat.sh[65379]: 24-03 15:03:23| 23   3  74   0   0|1444M  786M  172M 5333M|4747B 1405B|   0    88k|   0  1.00 |1783  1142 |1.70 1.40 0.76|2.0   0 1.0|   0     0 |           | 11   32    0   19    0
Mar 24 15:03:24 ubuntu dstat.sh[65379]: 24-03 15:03:24| 21   5  73   0   0|1425M  805M  172M 5333M|5084B 1565B|   0    12k|   0  1.00 |1898  1320 |1.70 1.40 0.76|2.0   0 2.0|   0     0 |           | 11   32    0   14    0
Mar 24 15:03:25 ubuntu dstat.sh[65379]: 24-03 15:03:25| 23   3  73   0   0|1457M  773M  172M 5333M|4805B 1609B|   0   124k|   0  1.00 |1837  1156 |1.70 1.40 0.76|2.0 1.0 2.0|   0     0 |           | 11   32    0   14    0
Mar 24 15:03:26 ubuntu dstat.sh[65379]: 24-03 15:03:26| 23   3  74   0   0|1414M  816M  172M 5333M|4560B 1620B|   0    28k|   0  3.00 |1787  1219 |1.70 1.40 0.76|3.0   0 1.0|   0     0 |           | 11   32    0   14    0
Mar 24 15:03:27 ubuntu dstat.sh[65379]: 24-03 15:03:27| 23   3  73   0   0|1380M  850M  172M 5333M|4711B 1603B|   0    28k|   0  1.99 |1793  1190 |1.70 1.40 0.76|1.0   0 1.0|   0     0 |           | 11   32    0   14    0
Mar 24 15:03:28 ubuntu dstat.sh[65379]: 24-03 15:03:28| 22   4  74   0   0|1426M  804M  172M 5333M|4381B 1571B|   0     0 |   0     0 |1845  1296 |1.64 1.39 0.76|2.0   0 2.0|   0     0 |           | 11   32    0   10    0
Mar 24 15:03:29 ubuntu dstat.sh[65379]: 24-03 15:03:29| 20   6  73   0   0|1419M  812M  172M 5333M|6036B 1513B|   0   192k|   0  13.0 |2811  2241 |1.64 1.39 0.76|1.0   0 112|   0     0 |           | 11   32    0   10    0
Mar 24 15:03:30 ubuntu dstat.sh[65379]: 24-03 15:03:30| 14  14  70   0   0|1410M  820M  172M 5333M|5473B 1402B|   0   667k|   0  32.9 |4487  3858 |1.64 1.39 0.76|1.0   0 347|   0     0 |           | 11   32    0   10    0
Mar 24 15:03:31 ubuntu dstat.sh[65379]: 24-03 15:03:31| 24   3  73   0   0|1426M  804M  172M 5333M|6121B 1187B|   0    60k|   0  1.00 |1690  1037 |1.64 1.39 0.76|2.0   0   0|   0     0 |           | 11   32    0   10    0
Mar 24 15:03:32 ubuntu dstat.sh[65379]: 24-03 15:03:32| 22   4  74   0   0|1405M  825M  172M 5333M|5853B 1512B|   0  4097B|   0  1.00 |1868  1313 |1.64 1.39 0.76|2.0   0 9.0|   0     0 |           | 11   32    0    8    0
Mar 24 15:03:33 ubuntu dstat.sh[65379]: 24-03 15:03:33| 21   8  71   0   0|1393M  837M  172M 5333M|5411B 1461B|  40k 4106B|2.00  1.00 |2779  1996 |1.59 1.38 0.77|1.0   0 155|   0     0 |           | 11   32    0    8    0
Mar 24 15:03:34 ubuntu dstat.sh[65379]: 24-03 15:03:34|  9  21  68   0   0|1382M  848M  172M 5333M|4973B 1134B|   0   196k|   0  7.00 |6525  5401 |1.59 1.38 0.77|1.0   0 566|   0     0 |           | 11   32    0    8    0
Mar 24 15:03:35 ubuntu dstat.sh[65379]: 24-03 15:03:35|  8  22  68   0   0|1362M  868M  172M 5334M|6064B 1566B|   0   384k|   0  6.00 |6673  5553 |1.59 1.38 0.77|2.0   0 597|   0     0 |           | 11   32    0    8    0
Mar 24 15:03:36 ubuntu dstat.sh[65379]: 24-03 15:03:36|  8  23  69   0   0|1361M  868M  172M 5334M|5878B 1566B|   0  1300k|   0  15.0 |6367  5086 |1.59 1.38 0.77|1.0   0 540|   0     0 |           | 11   32    0    5    0
Mar 24 15:03:37 ubuntu dstat.sh[65379]: 24-03 15:03:37|  8  22  68   0   0|1350M  879M  172M 5334M|4652B 1511B|   0  1471k|   0  16.0 |6533  5421 |1.59 1.38 0.77|2.0   0 599|   0     0 |           | 11   32    0    5    0
Mar 24 15:03:38 ubuntu dstat.sh[65379]: 24-03 15:03:38|  9  20  70   0   0|1349M  881M  172M 5334M|4800B 1620B|   0   424k|   0  9.00 |6058  4607 |1.54 1.38 0.77|1.0   0 459|   0     0 |           | 11   32    0    5    0
Mar 24 15:03:39 ubuntu dstat.sh[65379]: 24-03 15:03:39|  7  21  69   0   0|1344M  886M  172M 5334M|4721B 1564B|   0   643k|   0  19.0 |6200  5095 |1.54 1.38 0.77|2.0   0 482|   0     0 |           | 11   32    0    5    0
Mar 24 15:03:40 ubuntu dstat.sh[65379]: 24-03 15:03:40|  8  22  68   0   0|1328M  902M  172M 5334M|4403B 1622B|   0   465k|   0  37.0 |6664  5622 |1.54 1.38 0.77|1.0   0 595|   0     0 |           | 11   32    0    3    0
Mar 24 15:03:41 ubuntu dstat.sh[65379]: 24-03 15:03:41| 14  22  63   0   0|1307M  923M  172M 5334M|4380B 1620B|   0   440k|   0  24.0 |6520  5637 |1.54 1.38 0.77|2.0   0 565|   0     0 |           | 11   32    0    5    0
Mar 24 15:03:42 ubuntu dstat.sh[65379]: 24-03 15:03:42| 53  21  25   0   0|1453M  776M  172M 5334M|3994B 1512B|   0   708k|   0  47.0 |5787  4976 |1.54 1.38 0.77|3.0   0 480|   0     0 |           | 11   32    0    9    0
Mar 24 15:03:43 ubuntu dstat.sh[65379]: 24-03 15:03:43| 61  10  23   4   0|1591M  633M  172M 5339M|4792B 1617B| 371k   12M|2.99   905 |6910  9551 |1.66 1.40 0.78|3.0   0  46|   0     0 |           | 11   34    0    9    0
Mar 24 15:03:44 ubuntu dstat.sh[65379]: 24-03 15:03:44| 39  12  33  12   0|1609M  601M  173M 5350M|4448B 1623B|   0    82M|   0  5916 |  22k   43k|1.66 1.40 0.78|1.0 1.0 164|   0     0 |           | 11   36    0   11    0
Mar 24 15:03:45 ubuntu dstat.sh[65379]: 24-03 15:03:45| 39  13  31  14   0|1641M  557M  174M 5361M|6664B 3585B|   0   101M|   0  7420 |  23k   49k|1.66 1.40 0.78|2.0   0  75|   0     0 |           | 11   37    0   11    0
Mar 24 15:03:46 ubuntu dstat.sh[65379]: 24-03 15:03:46| 43   9  33  11   0|1594M  595M  174M 5369M|  12k 8373B|   0    57M|   0  4684 |  18k   35k|1.66 1.40 0.78|3.0 1.0  59|   0     0 |           | 11   34    0   12    0
Mar 24 15:03:47 ubuntu dstat.sh[65379]: 24-03 15:03:47| 39  25  26   8   0|1527M  655M  175M 5376M|4451B 1456B| 296k   55M|3.99  3782 |  18k   32k|1.66 1.40 0.78|8.0 1.0 382|   0     0 |           | 11   34    0   12    0
Mar 24 15:03:48 ubuntu dstat.sh[65379]: 24-03 15:03:48| 43  22  25   8   0|1579M  597M  175M 5381M|9479B 6613B|1604k   64M|27.1  4814 |  19k   37k|2.01 1.48 0.81|3.0   0 245|   0     0 |           | 11   35    0   10    0
Mar 24 15:03:49 ubuntu dstat.sh[65379]: 24-03 15:03:49| 29  10  49  10   0|1574M  599M  175M 5384M|  15k   12k|   0    51M|   0  4101 |  19k   36k|2.01 1.48 0.81|1.0   0  99|   0     0 |           | 11   35    0   10    0
Mar 24 15:03:50 ubuntu dstat.sh[65379]: 24-03 15:03:50| 33  11  42  11   0|1509M  664M  175M 5383M|8431B 4737B|   0    56M|   0  4648 |  18k   35k|2.01 1.48 0.81|1.0 1.0  54|   0     0 |           | 11   34    0   10    0
Mar 24 15:03:51 ubuntu dstat.sh[65379]: 24-03 15:03:51| 33   9  45  11   0|1547M  626M  175M 5384M|9697B 6655B|   0    48M|   0  4396 |  18k   33k|2.01 1.48 0.81|2.0   0  46|   0     0 |           | 11   35    0   10    0
Mar 24 15:03:52 ubuntu dstat.sh[65379]: 24-03 15:03:52| 31   7  48  10   0|1541M  629M  176M 5386M|  12k 9888B|   0    41M|   0  3662 |  17k   32k|2.01 1.48 0.81|  0 1.0  33|   0     0 |           | 11   35    0   10    0
Mar 24 15:03:53 ubuntu dstat.sh[65379]: 24-03 15:03:53| 34   9  44  10   0|1500M  669M  176M 5388M|  12k 8323B|   0    51M|   0  4120 |  18k   34k|2.01 1.49 0.81|2.0 1.0 119|   0     0 |           | 11   34    0   11    0
Mar 24 15:03:54 ubuntu dstat.sh[65379]: 24-03 15:03:54| 37  10  40  11   0|1557M  607M  176M 5392M|4166B 1026B|   0    61M|   0  5049 |  17k   37k|2.01 1.49 0.81|1.0 2.0  70|   0     0 |           | 11   36    0   11    0
Mar 24 15:03:55 ubuntu dstat.sh[65379]: 24-03 15:03:55| 26  10  49  12   0|1544M  617M  176M 5394M|  13k 9745B|   0    61M|   0  4930 |  19k   38k|2.01 1.49 0.81|  0 1.0  75|   0     0 |           | 11   37    0   11    0
Mar 24 15:03:56 ubuntu dstat.sh[65379]: 24-03 15:03:56| 28   8  49  12   0|1538M  620M  176M 5397M|  16k   12k|   0    47M|   0  4165 |  19k   37k|2.01 1.49 0.81|3.0   0  81|   0     0 |           | 11   36    0   11    0
Mar 24 15:03:57 ubuntu dstat.sh[65379]: 24-03 15:03:57| 35  10  41  13   0|1509M  649M  176M 5398M|4831B 1686B|   0    45M|   0  3898 |  15k   29k|2.01 1.49 0.81|2.0   0  54|   0     0 |           | 11   36    0   11    0
Mar 24 15:03:58 ubuntu dstat.sh[65379]: 24-03 15:03:58| 32   7  46  13   0|1531M  631M  176M 5394M|  10k 7211B|   0    45M|   0  4086 |  16k   32k|2.09 1.52 0.83|  0 1.0  21|   0     0 |           | 11   37    0   11    0
Mar 24 15:03:59 ubuntu dstat.sh[65379]: 24-03 15:03:59| 34  10  52   4   0|1440M  722M  176M 5394M|  15k   11k|   0    22M|   0  1767 |  11k   17k|2.09 1.52 0.83|1.0   0 134|   0     0 |           | 11   33    0   13    0
Mar 24 15:04:00 ubuntu dstat.sh[65379]: 24-03 15:04:00| 18  12  68   0   0|1348M  814M  176M 5394M|  11k 6309B|   0  1114k|   0  62.9 |4161  4013 |2.09 1.52 0.83|1.0   0 151|   0     0 |           | 11   32    0   14    0
Mar 24 15:04:01 ubuntu dstat.sh[65379]: 24-03 15:04:01| 19   3  78   0   0|1385M  776M  176M 5394M|6132B 3380B|   0   909k|   0  60.1 |1896  1699 |2.09 1.52 0.83|1.0   0   0|   0     0 |           | 11   33    0   14    0
Mar 24 15:04:02 ubuntu dstat.sh[65379]: 24-03 15:04:02| 19   5  73   0   0|1364M  797M  176M 5394M|  11k 8022B|   0  2980k|   0   156 |3733  4118 |2.09 1.52 0.83|1.0   0  40|   0     0 |           | 11   32    0   15    0
Mar 24 15:04:03 ubuntu dstat.sh[65379]: 24-03 15:04:03| 21   3  74   0   0|1432M  730M  176M 5394M|4293B 1712B|   0  4094B|   0  1.00 |1733  1170 |2.08 1.52 0.83|1.0   0   0|   0     0 |           | 11   33    0   15    0
Mar 24 15:04:04 ubuntu dstat.sh[65379]: 24-03 15:04:04| 16   3  80   0   0|1406M  755M  176M 5394M|  11k 7601B|   0   240k|   0  22.0 |2524  2672 |2.08 1.52 0.83|1.0   0  18|   0     0 |           | 11   32    0   16    0
Mar 24 15:04:05 ubuntu dstat.sh[65379]: 24-03 15:04:05| 20   6  73   0   0|1454M  707M  176M 5394M|4953B 1567B|   0     0 |   0     0 |2306  1500 |2.08 1.52 0.83|1.0   0  43|   0     0 |           | 11   32    0   16    0
Mar 24 15:04:06 ubuntu dstat.sh[65379]: 24-03 15:04:06| 17   2  79   0   0|1447M  715M  176M 5394M|  11k 8452B|   0     0 |   0     0 |2389  2432 |2.08 1.52 0.83|1.0   0   0|   0     0 |           | 11   33    0   16    0
Mar 24 15:04:07 ubuntu dstat.sh[65379]: 24-03 15:04:07| 18   6  75   0   0|1397M  764M  176M 5394M|8210B 4650B|   0   228k|   0  20.0 |3244  3315 |2.08 1.52 0.83|1.0   0  43|   0     0 |           | 11   32    0   17    0
Mar 24 15:04:08 ubuntu dstat.sh[65379]: 24-03 15:04:08| 18   3  79   0   0|1436M  725M  176M 5394M|9533B 6549B|   0   164k|   0  14.0 |1869  1690 |1.99 1.51 0.83|1.0   0   0|   0     0 |           | 11   33    0   17    0
Mar 24 15:04:09 ubuntu dstat.sh[65379]: 24-03 15:04:09| 17   2  79   0   0|1427M  734M  176M 5394M|  11k 7349B|   0   216k|   0  22.0 |3346  3999 |1.99 1.51 0.83|1.0   0   0|   0     0 |           | 11   32    0   18    0
Mar 24 15:04:10 ubuntu dstat.sh[65379]: 24-03 15:04:10|  9  21  68   0   0|1383M  778M  176M 5395M|4491B 1513B|   0   192k|   0  10.0 |5035  3324 |1.99 1.51 0.83|2.0   0 289|   0     0 |           | 11   32    0   18    0
Mar 24 15:04:11 ubuntu dstat.sh[65379]: 24-03 15:04:11| 12  25  61   0   0|1386M  775M  176M 5395M|4746B 1622B|   0   421k|   0  32.0 |5909  4548 |1.99 1.51 0.83|3.0   0 475|   0     0 |           | 11   32    0   20    0
Mar 24 15:04:12 ubuntu dstat.sh[65379]: 24-03 15:04:12| 64  12  24   0   0|1492M  668M  176M 5395M|4564B 1621B|   0   721k|   0  48.0 |4389  2533 |1.99 1.51 0.83|3.0   0  37|   0     0 |           | 11   32    0   24    0
