Jun 14 13:07:29 jammy-provider-cloud-0000007219 systemd[1]: Started Devstack devstack@dstat.service.
Jun 14 13:07:29 jammy-provider-cloud-0000007219 dstat.sh[57225]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Jun 14 13:07:29 jammy-provider-cloud-0000007219 dstat.sh[57225]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 14 13:13:35 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:35| 24   4  68   0   0|4415M  181M  172M 3001M|8459B 1456B|   0   607k|   0  18.0 |9523    19k|1.39 1.54 0.93|2.0   0  15|   0     0 |   0     0 | 18  293    6   13    0
Jun 14 13:13:36 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:36| 24   4  71   0   0|4380M  216M  172M 3001M|6457B 1459B|   0   544k|   0  34.0 |1657  2820 |1.39 1.54 0.93|1.0   0 1.0|   0     0 |   0     0 | 18  293    6   13    0
Jun 14 13:13:37 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:37| 23   4  72   0   0|4402M  190M  172M 3003M|6667B 1457B| 787k 1403k|18.0  9.99 |1472  2302 |1.39 1.54 0.93|1.0   0 5.0|   0     0 |   0     0 | 18  294    6   10    0
Jun 14 13:13:38 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:38| 27   4  69   1   0|4403M  188M  172M 3004M|3712B 1301B| 377k 3043k|23.1   391 |4492  9506 |1.43 1.55 0.93|3.0   0   0|   0     0 |   0     0 | 18  299    6   17    0
Jun 14 13:13:39 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:39| 15  16  68   0   0|4367M  224M  172M 3005M|3833B 1455B| 467k 1685k|22.0   147 |3934  7240 |1.43 1.55 0.93|3.0   0 365|   0     0 |   0     0 | 18  297    6   16    0
Jun 14 13:13:40 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:40| 10   8  71   9   0|4346M  217M  172M 3032M|4934B 1532B|  27M  920k|1708  26.0 |3591  6298 |1.43 1.55 0.93|1.0 1.0  84|   0     0 |   0     0 | 18  297    6   18    0
Jun 14 13:13:41 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:41|  6   4  81   8   0|4348M  201M  172M 3046M|5431B 2551B|  14M 3572k|1738   155 |3288  6184 |1.43 1.55 0.93|1.0   0 6.0|   0     0 |   0     0 | 18  298    6   18    0
Jun 14 13:13:42 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:42|  4   1  94   0   0|4348M  201M  172M 3047M|  45k 6292B|   0   300k|   0  29.0 |1533  2580 |1.43 1.55 0.93|1.0   0   0|   0     0 |   0     0 | 18  298    6   18    0
Jun 14 13:13:43 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:43|  4   2  93   0   0|4348M  201M  172M 3047M|  92k 5228B|   0   280k|   0  33.0 |1451  2287 |1.32 1.52 0.93|2.0   0 2.0|   0     0 |   0     0 | 18  300    6   15    0
Jun 14 13:13:44 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:44|  5   3  91   0   0|4342M  206M  172M 3047M| 177k  128k|  60k 1176k|8.00  23.0 |1557  2441 |1.32 1.52 0.93|1.0   0  13|   0     0 |   0     0 | 18  299    6   15    0
Jun 14 13:13:45 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:45|  3   0  93   0   0|4342M  206M  172M 3047M|5192B 1662B|   0     0 |   0     0 |1315  2101 |1.32 1.52 0.93|1.0   0 2.0|   0     0 |   0     0 | 18  299    6   13    0
Jun 14 13:13:46 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:46|  7   2  92   0   0|4342M  206M  172M 3047M|6029B 1514B|   0    92k|   0  13.0 |1950  3695 |1.32 1.52 0.93|5.0   0   0|   0     0 |   0     0 | 18  299    6   13    0
Jun 14 13:13:47 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:47|  3   1  94   0   0|4342M  206M  172M 3047M|6794B 1620B|   0     0 |   0     0 |1322  2165 |1.32 1.52 0.93|1.0   0   0|   0     0 |   0     0 | 18  299    6   13    0
Jun 14 13:13:48 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:48|  3   1  94   0   0|4342M  206M  172M 3047M|5268B 1694B|   0   332k|   0  42.0 |1609  2694 |1.37 1.53 0.93|1.0   0   0|   0     0 |   0     0 | 18  299    6   13    0
Jun 14 13:13:49 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:49|  3   1  95   1   0|4342M  206M  172M 3047M|8756B 1458B|   0   304k|   0  38.0 |1476  2695 |1.37 1.53 0.93|1.0   0 1.0|   0     0 |   0     0 | 18  301    6   13    0
Jun 14 13:13:50 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:50|  1   1  96   0   0|4342M  206M  172M 3047M|  10k 1207B|   0   108k|   0  7.99 |1109  1774 |1.37 1.53 0.93|1.0   0   0|   0     0 |   0     0 | 18  301    6   13    0
Jun 14 13:13:51 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:51|  2   1  96   0   0|4342M  206M  172M 3047M|8466B 1499B|   0   260k|   0  20.0 |1162  1913 |1.37 1.53 0.93|1.0   0   0|   0     0 |   0     0 | 18  301    6   13    0
Jun 14 13:13:52 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:52|  3   0  96   0   0|4342M  206M  172M 3047M|6566B 1715B|   0   112k|   0  14.0 |1192  1921 |1.37 1.53 0.93|1.0   0   0|   0     0 |   0     0 | 18  301    6   13    0
Jun 14 13:13:53 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:53|  2   1  95   0   0|4342M  206M  172M 3047M|5771B 1511B|   0    68k|   0  9.00 |1269  2196 |1.26 1.50 0.93|1.0   0   0|   0     0 |   0     0 | 18  301    6   13    0
Jun 14 13:13:54 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:54|  2   1  96   0   0|4342M  206M  172M 3047M|6826B 1656B|   0  1093k|   0   197 |1213  2141 |1.26 1.50 0.93|1.0   0   0|   0     0 |   0     0 | 18  301    6   13    0
Jun 14 13:13:55 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:55|  2   1  96   0   0|4342M  206M  172M 3047M|6008B 1518B|   0    36k|   0  3.01 |1224  2055 |1.26 1.50 0.93|1.0   0 2.0|   0     0 |   0     0 | 18  301    6   13    0
Jun 14 13:13:56 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:56|  2   1  95   0   0|4342M  206M  172M 3047M|5471B 1725B|   0   200k|   0  16.0 |1245  1962 |1.26 1.50 0.93|1.0   0   0|   0     0 |   0     0 | 18  301    6   13    0
Jun 14 13:13:57 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:57|  1   0  96   0   0|4342M  206M  172M 3047M|5308B 1620B|   0    56k|   0  6.00 |1056  1833 |1.26 1.50 0.93|  0   0   0|   0     0 |   0     0 | 18  301    6   13    0
Jun 14 13:13:58 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:58|  3   2  96   0   0|4344M  205M  172M 3047M|4495B 1554B|   0    18M|   0   166 |1186  1810 |1.16 1.48 0.92|3.0   0   0|   0     0 |   0     0 | 18  301    5   13    0
Jun 14 13:13:59 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:13:59|  2   1  95   0   0|4344M  205M  172M 3047M|4591B 1616B|4087B   29M|1.00   261 |1423  2626 |1.16 1.48 0.92|2.0   0   0|   0     0 |   0     0 | 18  301    5   13    0
Jun 14 13:14:00 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:14:00|  4   1  95   0   0|4344M  205M  172M 3047M|4944B 1457B|   0   172k|   0  24.0 |1436  2460 |1.16 1.48 0.92|2.0   0   0|   0     0 |   0     0 | 18  301    5   13    0
Jun 14 13:14:01 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:14:01|  3   0  95   0   0|4344M  205M  172M 3047M|5265B 1619B|   0   164k|   0  9.00 |1266  1982 |1.16 1.48 0.92|1.0   0   0|   0     0 |   0     0 | 18  301    5   13    0
Jun 14 13:14:02 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:14:02|  3   1  96   0   0|4344M  205M  172M 3047M|4689B 1623B|   0     0 |   0     0 |1128  1799 |1.16 1.48 0.92|1.0   0   0|   0     0 |   0     0 | 18  301    5   13    0
Jun 14 13:14:03 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:14:03|  4   1  93   0   0|4344M  205M  172M 3047M|4410B 1454B|   0   578k|   0  57.8 |1455  2567 |1.07 1.45 0.92|1.0   0   0|   0     0 |   0     0 | 18  301    5   13    0
Jun 14 13:14:04 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:14:04|  3   5  91   0   0|4346M  202M  172M 3047M|  10k 1622B|   0   100M|   0   589 |2512  4402 |1.07 1.45 0.92|1.0   0   0|   0     0 |   0     0 | 18  301    5   13    0
Jun 14 13:14:05 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:14:05|  2   1  96   0   0|4347M  202M  172M 3047M|7064B 1618B|   0   168k|   0  8.99 |1091  1709 |1.07 1.45 0.92|2.0   0 2.0|   0     0 |   0     0 | 18  301    5   13    0
Jun 14 13:14:06 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:14:06|  2   1  96   0   0|4347M  202M  172M 3047M|7217B 1629B|   0   990k|   0  51.1 |1158  1940 |1.07 1.45 0.92|2.0   0   0|   0     0 |   0     0 | 18  301    5   13    0
Jun 14 13:14:07 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:14:07|  4   2  94   0   0|4352M  197M  172M 3048M|4883B 1697B|   0     0 |   0     0 |1195  2265 |1.07 1.45 0.92|2.0   0  32|   0     0 |   0     0 | 18  301    5   13    0
Jun 14 13:14:08 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:14:08|  5   2  91   0   0|4331M  218M  172M 3047M|6239B 1455B|   0     0 |   0     0 |1547  2897 |1.14 1.46 0.92|1.0   0 2.0|   0     0 |   0     0 | 18  301    5   13    0
Jun 14 13:14:09 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:14:09|  2   2  95   0   0|4331M  218M  172M 3047M|4137B 1694B|   0  2820k|   0  43.0 |1317  2655 |1.14 1.46 0.92|1.0   0   0|   0     0 |   0     0 | 18  301    5   13    0
Jun 14 13:14:10 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:14:10|  3   1  95   0   0|4331M  218M  172M 3047M|5217B 1458B|   0    72k|   0  7.00 |1189  2018 |1.14 1.46 0.92|1.0   0   0|   0     0 |   0     0 | 18  301    5   13    0
Jun 14 13:14:11 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:14:11|  2   0  96   0   0|4331M  218M  172M 3047M|6104B 1619B|   0    32k|   0  4.00 |1157  1873 |1.14 1.46 0.92|1.0   0   0|   0     0 |   0     0 | 18  301    5   13    0
Jun 14 13:14:12 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:14:12|  2   1  96   0   0|4331M  218M  172M 3047M|4302B 1459B|   0     0 |   0     0 |1076  1756 |1.14 1.46 0.92|3.0   0   0|   0     0 |   0     0 | 18  301    5   13    0
Jun 14 13:14:13 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:14:13|  2   1  95   0   0|4331M  218M  172M 3047M|  41k 1696B|   0   144k|   0  21.0 |1298  2095 |1.05 1.44 0.92|2.0   0   0|   0     0 |   0     0 | 18  301    5   13    0
Jun 14 13:14:14 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:14:14|  2   1  94   0   0|4331M  218M  172M 3047M|3368B 1197B|   0   636k|   0  41.0 |1334  2534 |1.05 1.44 0.92|2.0   0   0|   0     0 |   0     0 | 18  301    6   13    0
Jun 14 13:14:15 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:14:15|  6   2  91   0   0|4345M  204M  172M 3047M| 217k 2693B|8189B  400k|2.00  78.0 |1214  1879 |1.05 1.44 0.92|2.0   0 7.0|   0     0 |   0     0 | 18  301    6   13    0
Jun 14 13:14:16 jammy-provider-cloud-0000007219 dstat.sh[57225]: 14-06 13:14:16| 24   7  68   0   0|4362M  187M  172M 3047M| 229k   11k| 736k  120k|16.0  3.00 |1971  2565 |1.05 1.44 0.92|3.0   0  44|   0     0 |   0     0 | 18  301    6   13    0
