Sep 02 06:31:44 jammy-provider-cloud-0000007556 systemd[1]: Started Devstack devstack@dstat.service.
Sep 02 06:31:44 jammy-provider-cloud-0000007556 dstat.sh[58839]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Sep 02 06:31:44 jammy-provider-cloud-0000007556 dstat.sh[58839]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Sep 02 06:37:50 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:50| 10   3  85   1   0|4473M  127M  172M 3003M|4614k   43k|   0  5607k|   0  64.9 |3218  3412 |1.01 1.33 0.87|1.0   0 3.0|   0     0 |   0     0 | 18  295    5   19    1
Sep 02 06:37:51 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:51|  8   4  83   0   0|4474M  126M  172M 3004M|  12M   86k| 136k   13M|5.00  58.0 |5175  4010 |1.01 1.33 0.87|1.0   0 6.0|   0     0 |   0     0 | 18  295    5   19    1
Sep 02 06:37:52 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:52| 20   3  77   1   0|4471M  126M  172M 3006M| 399k 5047B|  32k 2256k|3.01  91.3 |1656  2553 |1.01 1.33 0.87|2.0   0 4.0|   0     0 |   0     0 | 18  295    5   19    1
Sep 02 06:37:53 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:53| 22   4  72   1   0|4472M  130M  175M 2993M|6141B 1621B|   0  4812k|   0  98.1 |1660  2673 |1.01 1.33 0.87|3.0   0 2.0|   0     0 |   0     0 | 18  295    5   19    1
Sep 02 06:37:54 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:54| 23   4  71   1   0|4484M  134M  176M 2975M|9026B 1693B|   0    30M|   0   181 |1847  2904 |1.01 1.33 0.87|2.0   0   0|   0     0 |   0     0 | 18  295    5   19    1
Sep 02 06:37:55 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:55| 21   5  71   1   0|4487M  121M  177M 2983M|9777B 1563B|   0    32M|   0   230 |1978  2970 |1.01 1.33 0.87|3.0   0   0|   0     0 |   0     0 | 18  295    5   15    1
Sep 02 06:37:56 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:56| 23   4  72   1   0|4485M  121M  178M 2981M|5546B 1617B|   0  2666k|   0  55.9 |1480  2411 |1.01 1.33 0.87|2.0   0   0|   0     0 |   0     0 | 18  295    5   15    1
Sep 02 06:37:57 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:57| 21   2  76   1   0|4487M  155M  179M 2943M|  13k 4290B|  20k 2340k|3.00  80.0 |1700  2725 |1.01 1.33 0.87|5.0   0   0|   0     0 |   0     0 | 18  293    5   15    0
Sep 02 06:37:58 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:58| 24   5  70   0   0|4435M  204M  179M 2945M|4857B 1581B|   0  1091k|   0  16.0 |5354    10k|1.01 1.32 0.87|5.0   0  10|   0     0 |   0     0 | 18  293    5   15    0
Sep 02 06:37:59 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:37:59| 23   6  70   0   0|4427M  213M  179M 2945M|8134B 1622B|4101B 1229k|1.00  30.0 |5534    11k|1.01 1.32 0.87|4.0   0 9.0|   0     0 |   0     0 | 18  293    5   15    0
Sep 02 06:38:00 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:38:00| 23   6  69   0   0|4447M  192M  179M 2945M|5408B 1619B|   0  1551k|   0  21.0 |8767    18k|1.01 1.32 0.87|2.0   0  12|   0     0 |   0     0 | 18  293    5   12    0
Sep 02 06:38:01 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:38:01| 23   4  72   0   0|4420M  218M  179M 2947M|7648B 1621B| 168k  360k|4.00  13.0 |1445  2124 |1.01 1.32 0.87|2.0   0 6.0|   0     0 |   0     0 | 18  293    5   12    0
Sep 02 06:38:02 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:38:02| 25   3  70   1   0|4431M  205M  179M 2949M|6861B 1663B| 896k 2297k|31.0   100 |3963  7689 |1.01 1.32 0.87|2.0   0   0|   0     0 |   0     0 | 18  297    5   19    0
Sep 02 06:38:03 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:38:03| 23   9  66   1   0|4388M  246M  179M 2949M|6740B 1665B| 534k 5297k|27.1   414 |4747  9295 |1.09 1.33 0.88|1.0   0 213|   0     0 |   0     0 | 18  297    5   21    0
Sep 02 06:38:04 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:38:04| 12  13  70   4   0|4388M  239M  179M 2957M|6615B 1692B|7443k  575k| 701  23.0 |3332  5570 |1.09 1.33 0.88|3.0   0 241|   0     0 |   0     0 | 18  297    5   19    0
Sep 02 06:38:05 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:38:05| 13   5  68  14   0|4366M  224M  179M 2994M|4998B 1588B|  37M 1413k|2802  31.0 |4815    11k|1.09 1.33 0.88|1.0   0  34|   0     0 |   0     0 | 18  297    5   20    0
Sep 02 06:38:06 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:38:06|  6   1  91   0   0|4375M  215M  179M 2994M|  13k 4110B| 220k 2336k|5.99   120 |1577  2566 |1.09 1.33 0.88|1.0   0 6.0|   0     0 |   0     0 | 18  298    5   16    0
Sep 02 06:38:07 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:38:07|  4   1  94   0   0|4375M  215M  179M 2994M|  39k 5358B|   0   284k|   0  26.0 |1425  2403 |1.09 1.33 0.88|2.0   0   0|   0     0 |   0     0 | 18  298    5   16    0
Sep 02 06:38:08 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:38:08|  6   3  90   0   0|4379M  209M  179M 2996M| 260k  129k|1259k 1355k|21.0  30.1 |1564  2398 |1.16 1.34 0.89|3.0   0  15|   0     0 |   0     0 | 18  297    5   13    1
Sep 02 06:38:09 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:38:09|  2   0  95   0   0|4362M  225M  179M 2997M|6822B 1980B|1050k  136k|13.0  8.98 |1112  1842 |1.16 1.34 0.89|1.0   0   0|   0     0 |   0     0 | 18  297    5   13    0
Sep 02 06:38:10 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:38:10|  5   0  93   0   0|4362M  225M  179M 2997M|5894B 1569B|   0     0 |   0     0 |1304  2048 |1.16 1.34 0.89|1.0   0   0|   0     0 |   0     0 | 18  297    5   12    0
Sep 02 06:38:11 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:38:11|  3   2  93   0   0|4362M  225M  179M 2997M|5975B 1583B|   0  1760k|   0   275 |2183  3763 |1.16 1.34 0.89|1.0   0 2.0|   0     0 |   0     0 | 18  297    5   12    0
Sep 02 06:38:12 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:38:12|  5   1  91   0   0|4362M  225M  179M 2997M|6460B 1845B|   0   460k|   0  34.0 |1751  2878 |1.16 1.34 0.89|3.0   0   0|   0     0 |   0     0 | 18  297    6   14    0
Sep 02 06:38:13 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:38:13|  3   2  93   0   0|4362M  225M  179M 2997M|6826B 1695B|   0   424k|   0  63.0 |1602  2895 |1.07 1.32 0.88|1.0   0 2.0|   0     0 |   0     0 | 18  297    6   14    0
Sep 02 06:38:14 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:38:14|  2   1  96   0   0|4362M  225M  179M 2997M|9907B 1621B|   0   108k|   0  8.00 |1022  1671 |1.07 1.32 0.88|1.0   0   0|   0     0 |   0     0 | 18  297    6   14    0
Sep 02 06:38:15 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:38:15|  2   1  96   0   0|4362M  225M  179M 2997M|  12k 1693B|   0   200k|   0  20.0 |1091  1744 |1.07 1.32 0.88|1.0   0   0|   0     0 |   0     0 | 18  297    6   14    0
Sep 02 06:38:16 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:38:16|  2   1  96   0   0|4362M  225M  179M 2997M|6839B 1620B|   0   324k|   0  22.0 |1087  1807 |1.07 1.32 0.88|1.0   0   0|   0     0 |   0     0 | 18  297    6   14    0
Sep 02 06:38:17 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:38:17|  2   1  95   0   0|4362M  225M  179M 2997M|7504B 1500B|   0    88k|   0  13.0 |1257  2110 |1.07 1.32 0.88|1.0   0   0|   0     0 |   0     0 | 18  297    6   14    0
Sep 02 06:38:18 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:38:18|  2   0  95   0   0|4362M  225M  179M 2997M|7394B 1617B|   0   196k|   0  15.0 |1135  1871 |0.98 1.30 0.88|1.0   0   0|   0     0 |   0     0 | 18  297    6   14    0
Sep 02 06:38:19 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:38:19|  2   1  97   0   0|4362M  225M  179M 2997M|6814B 1770B|   0  4102B|   0  1.00 | 980  1638 |0.98 1.30 0.88|1.0   0   0|   0     0 |   0     0 | 18  297    6   14    0
Sep 02 06:38:20 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:38:20|  3   1  95   0   0|4362M  225M  179M 2997M|6763B 1694B|   0   740k|   0   151 |1381  2253 |0.98 1.30 0.88|2.0   0   0|   0     0 |   0     0 | 18  297    6   14    0
Sep 02 06:38:21 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:38:21|  2   1  96   0   0|4362M  225M  179M 2997M|6314B 1620B|   0   180k|   0  11.0 |1106  1856 |0.98 1.30 0.88|1.0   0   0|   0     0 |   0     0 | 18  297    6   14    0
Sep 02 06:38:22 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:38:22|  2   1  95   0   0|4362M  225M  179M 2997M|5793B 1619B|   0   104k|   0  13.0 |1060  1781 |0.98 1.30 0.88|2.0   0   0|   0     0 |   0     0 | 18  297    6   14    0
Sep 02 06:38:23 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:38:23|  1   2  95   0   0|4362M  225M  179M 2997M|6064B 1619B|4093B  112k|1.00  12.0 |1318  2238 |0.98 1.29 0.88|1.0   0 2.0|   0     0 |   0     0 | 18  297    6   14    0
Sep 02 06:38:24 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:38:24|  2   0  96   0   0|4362M  225M  179M 2997M|6156B 1457B|   0   440k|   0  31.0 |1033  1823 |0.98 1.29 0.88|1.0   0   0|   0     0 |   0     0 | 18  297    6   14    0
Sep 02 06:38:25 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:38:25|  2   3  93   1   0|4366M  221M  179M 2997M|5156B 1626B|   0    92M|   0   624 |2238  3492 |0.98 1.29 0.88|  0   0   0|   0     0 |   0     0 | 18  297    6   14    0
Sep 02 06:38:26 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:38:26|  2   1  96   0   0|4366M  221M  179M 2997M|8979B 1614B|   0   542k|   0  13.9 |1190  1955 |0.98 1.29 0.88|1.0 1.0   0|   0     0 |   0     0 | 18  297    6   14    0
Sep 02 06:38:27 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:38:27|  3   1  96   0   0|4366M  221M  179M 2997M|5744B 1696B|   0   104k|   0  14.0 |1252  2125 |0.98 1.29 0.88|1.0   0   0|   0     0 |   0     0 | 18  297    6   14    0
Sep 02 06:38:28 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:38:28|  3   0  95   0   0|4366M  221M  179M 2997M|8432B 1694B|   0   248k|   0  23.0 |1307  2194 |0.90 1.27 0.87|1.0   0   0|   0     0 |   0     0 | 18  297    6   14    0
Sep 02 06:38:29 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:38:29|  2   1  95   0   0|4366M  221M  179M 2997M|6958B 1620B|   0   172k|   0  21.0 |1211  2078 |0.90 1.27 0.87|1.0   0   0|   0     0 |   0     0 | 18  297    6   14    0
Sep 02 06:38:30 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:38:30|  3   2  94   0   0|4366M  220M  179M 2997M|6806B 1459B|   0    48M|   0   199 |1606  2513 |0.90 1.27 0.87|1.0   0   0|   0     0 |   0     0 | 18  297    6   14    0
Sep 02 06:38:31 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:38:31|  1   1  96   0   0|4366M  220M  179M 2997M|7351B 1714B|   0   972k|   0  12.0 |1114  1782 |0.90 1.27 0.87|1.0   0   0|   0     0 |   0     0 | 18  297    6   14    0
Sep 02 06:38:32 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:38:32| 13   4  81   0   0|4384M  202M  179M 2997M|7841B 1713B| 512k   32k|4.00  4.00 |1363  2003 |0.90 1.27 0.87|1.0   0 6.0|   0     0 |   0     0 | 18  297    6   14    0
Sep 02 06:38:33 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:38:33| 14   5  80   0   0|4356M  230M  179M 2997M|6075B 1620B| 512k   84k|4.00  14.0 |1790  2789 |0.83 1.25 0.87|1.0   0 8.0|   0     0 |   0     0 | 18  297    6   14    0
Sep 02 06:38:34 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:38:34|  2   0  96   0   0|4356M  230M  179M 2997M|7121B 1713B|   0   284k|   0  19.0 |1061  1822 |0.83 1.25 0.87|1.0   0   0|   0     0 |   0     0 | 18  297    6   14    0
Sep 02 06:38:35 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:38:35|  2   2  95   0   0|4357M  229M  179M 2997M|6588B 1736B|   0  2232k|   0  18.0 |1297  2082 |0.83 1.25 0.87|1.0   0   0|   0     0 |   0     0 | 18  297    6   14    0
Sep 02 06:38:36 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:38:36|  2   0  96   0   0|4357M  229M  179M 2997M|7490B 1706B|   0   684k|   0   131 |1047  1708 |0.83 1.25 0.87|1.0   0   0|   0     0 |   0     0 | 18  297    6   14    0
Sep 02 06:38:37 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:38:37|  3   1  95   0   0|4357M  229M  179M 2997M|  19k 1454B|   0   339k|   0  19.9 |1371  2115 |0.83 1.25 0.87|1.0   0   0|   0     0 |   0     0 | 18  297    6   14    0
Sep 02 06:38:38 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:38:38|  3   1  96   0   0|4357M  229M  179M 2997M|5390B 1720B|   0   277k|   0  18.1 |1142  1876 |0.76 1.23 0.86|1.0   0   0|   0     0 |   0     0 | 18  297    6   14    0
Sep 02 06:38:39 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:38:39|  2   1  96   0   0|4357M  229M  179M 2997M|5259B  162B|   0    84k|   0  10.0 |1084  1886 |0.76 1.23 0.86|1.0   0   0|   0     0 |   0     0 | 18  297    6   14    0
Sep 02 06:38:40 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:38:40| 11   5  82   0   0|4380M  206M  180M 2997M| 330k   12k| 289k  124k|11.0  6.01 |1781  2408 |0.76 1.23 0.86|1.0   0  29|   0     0 |   0     0 | 18  297    6   14    0
