May 20 15:07:01 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 20 15:07:01 ubuntu dstat.sh[64874]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 20 15:07:01 ubuntu dstat.sh[64874]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 20 15:08:44 ubuntu dstat.sh[64874]: 20-05 15:08:44| 38   8  53   0   0|1445M  754M  171M 5365M|8380B 5412B|   0   252k|   0  22.0 |3818  3264 |2.53 1.49 0.81|3.0   0  26|   0     0 |           | 11   32    0   63    0
May 20 15:08:45 ubuntu dstat.sh[64874]: 20-05 15:08:45| 36   5  60   0   0|1502M  696M  171M 5365M|  18k   16k|   0   136k|   0  10.0 |3786  3835 |2.53 1.49 0.81|1.0   0   0|   0     0 |           | 11   34    0   63    0
May 20 15:08:46 ubuntu dstat.sh[64874]: 20-05 15:08:46| 30  12  57   0   0|1466M  732M  171M 5365M|  13k 9752B|   0   373k|   0  37.1 |5824  6352 |2.49 1.50 0.81|2.0   0 177|   0     0 |           | 11   32    0   65    0
May 20 15:08:47 ubuntu dstat.sh[64874]: 20-05 15:08:47| 23   8  67   0   0|1430M  768M  171M 5365M|4429B 1616B|   0   152k|   0  8.98 |2700  1894 |2.49 1.50 0.81|1.0   0 105|   0     0 |           | 11   32    0   59    0
May 20 15:08:48 ubuntu dstat.sh[64874]: 20-05 15:08:48| 16   2  81   0   0|1424M  774M  171M 5365M|  13k 9895B|   0   184k|   0  7.99 |2760  2933 |2.49 1.50 0.81|2.0   0   0|   0     0 |           | 11   33    0   59    0
May 20 15:08:49 ubuntu dstat.sh[64874]: 20-05 15:08:49| 14  11  75   0   0|1349M  849M  171M 5365M|7203B 4059B|   0   715k|   0  55.2 |4234  4019 |2.49 1.50 0.81|1.0   0 167|   0     0 |           | 11   32    0   60    0
May 20 15:08:50 ubuntu dstat.sh[64874]: 20-05 15:08:50| 16  11  72   0   0|1357M  842M  171M 5365M|4337B 1507B|   0  1180k|   0   137 |3066  2049 |2.49 1.50 0.81|1.0   0 118|   0     0 |           | 11   32    0   60    0
May 20 15:08:51 ubuntu dstat.sh[64874]: 20-05 15:08:51| 19   3  78   0   0|1387M  812M  171M 5365M|9895B 7088B|   0     0 |   0     0 |2040  1622 |2.29 1.47 0.81|1.0   0 1.0|   0     0 |           | 11   33    0   60    0
May 20 15:08:52 ubuntu dstat.sh[64874]: 20-05 15:08:52| 18   5  75   0   0|1370M  828M  171M 5365M|  11k 6811B|   0   372k|   0  20.0 |3697  4131 |2.29 1.47 0.81|1.0   0  46|   0     0 |           | 11   32    0   59    0
May 20 15:08:53 ubuntu dstat.sh[64874]: 20-05 15:08:53| 18   3  78   0   0|1385M  813M  171M 5365M|6427B 3904B|   0    44k|   0  1.00 |1740  1282 |2.29 1.47 0.81|  0   0   0|   0     0 |           | 11   33    0   59    0
May 20 15:08:54 ubuntu dstat.sh[64874]: 20-05 15:08:54| 18   2  78   0   0|1383M  815M  171M 5365M|  16k   11k|   0    88k|   0  9.00 |4217  5285 |2.29 1.47 0.81|  0   0   0|   0     0 |           | 11   33    0   59    0
May 20 15:08:55 ubuntu dstat.sh[64874]: 20-05 15:08:55| 14  14  70   0   0|1348M  849M  171M 5365M|9308B 3697B|   0   518k|   0  40.1 |5345  4967 |2.29 1.47 0.81|1.0   0 319|   0     0 |           | 11   32    0   59    0
May 20 15:08:56 ubuntu dstat.sh[64874]: 20-05 15:08:56| 24  19  56   0   0|1367M  830M  171M 5365M|7286B 1616B|   0   255k|   0  18.0 |5048  3741 |2.51 1.53 0.83|2.0   0 307|   0     0 |           | 11   32    0   57    0
May 20 15:08:57 ubuntu dstat.sh[64874]: 20-05 15:08:57| 44   6  49   0   0|1467M  729M  171M 5367M|6088B 1570B|   0  1705k|   0  51.1 |3247  2067 |2.51 1.53 0.83|2.0   0 5.0|   0     0 |           | 11   36    0   57    0
May 20 15:08:58 ubuntu dstat.sh[64874]: 20-05 15:08:58| 36   7  44  11   0|1470M  718M  172M 5372M|5471B 1566B|   0    44M|   0  3689 |  15k   29k|2.51 1.53 0.83|2.0   0 124|   0     0 |           | 11   36    0   57    0
May 20 15:08:59 ubuntu dstat.sh[64874]: 20-05 15:08:59| 38   7  45   8   0|1396M  791M  173M 5373M|4851B 1617B|   0    21M|   0  2430 |  13k   22k|2.51 1.53 0.83|2.0   0  47|   0     0 |           | 11   32    0   57    0
May 20 15:09:00 ubuntu dstat.sh[64874]: 20-05 15:09:00| 45   7  46   1   0|1503M  685M  173M 5373M|5320B 1606B|   0    16M|   0   906 |4380  5251 |2.51 1.53 0.83|3.0   0 2.0|   0     0 |           | 11   32    0   52    0
May 20 15:09:01 ubuntu dstat.sh[64874]: 20-05 15:09:01| 37   9  44   8   0|1544M  643M  173M 5373M|5978B 1626B|   0    13M|   0  2366 |  14k   25k|2.55 1.55 0.84|3.0   0 3.0|   0     0 |           | 11   34    0   52    0
May 20 15:09:02 ubuntu dstat.sh[64874]: 20-05 15:09:02| 31   8  58   1   0|1499M  687M  173M 5374M|5635B 1616B|   0  8485k|   0   590 |4884  5570 |2.55 1.55 0.84|1.0   0 106|   0     0 |           | 11   32    0   52    0
May 20 15:09:03 ubuntu dstat.sh[64874]: 20-05 15:09:03| 22   4  73   0   0|1527M  659M  173M 5374M|5489B 1511B|   0  2830k|   0   163 |2284  2167 |2.55 1.55 0.84|1.0   0 1.0|   0     0 |           | 11   32    0   52    0
May 20 15:09:04 ubuntu dstat.sh[64874]: 20-05 15:09:04| 22   4  73   0   0|1546M  640M  173M 5374M|5087B 1566B|   0  1244k|   0  72.0 |1911  1444 |2.55 1.55 0.84|1.0   0 2.0|   0     0 |           | 11   32    0   48    0
May 20 15:09:05 ubuntu dstat.sh[64874]: 20-05 15:09:05| 24   4  71   1   0|1491M  695M  173M 5374M|4980B 1662B|   0  6512k|   0   422 |2590  2746 |2.55 1.55 0.84|1.0   0 1.0|   0     0 |           | 11   32    0   48    0
May 20 15:09:06 ubuntu dstat.sh[64874]: 20-05 15:09:06| 22   3  74   0   0|1499M  687M  173M 5374M|5283B 1566B|   0     0 |   0     0 |1880  1290 |2.42 1.54 0.84|1.0   0 2.0|   0     0 |           | 11   32    0   48    0
May 20 15:09:07 ubuntu dstat.sh[64874]: 20-05 15:09:07| 23   3  74   0   0|1464M  722M  173M 5374M|5101B 1513B|   0  8196B|   0  2.00 |1802  1221 |2.42 1.54 0.84|1.0   0 1.0|   0     0 |           | 11   32    0   48    0
May 20 15:09:08 ubuntu dstat.sh[64874]: 20-05 15:09:08| 22   4  74   0   0|1507M  679M  173M 5374M|5072B 1619B|   0    96k|   0  1.00 |1814  1186 |2.42 1.54 0.84|1.0   0 2.0|   0     0 |           | 11   32    0   47    0
May 20 15:09:09 ubuntu dstat.sh[64874]: 20-05 15:09:09| 23   3  74   0   0|1465M  722M  173M 5374M|4947B 1620B|   0     0 |   0     0 |1730  1081 |2.42 1.54 0.84|3.0   0 1.0|   0     0 |           | 11   32    0   47    0
May 20 15:09:10 ubuntu dstat.sh[64874]: 20-05 15:09:10| 22   3  73   0   0|1484M  702M  173M 5374M|4511B 1566B|   0    36k|   0  1.00 |1811  1198 |2.42 1.54 0.84|3.0   0 2.0|   0     0 |           | 11   32    0   47    0
May 20 15:09:11 ubuntu dstat.sh[64874]: 20-05 15:09:11| 24   2  73   0   0|1449M  737M  173M 5374M|5331B 1513B|   0   300k|   0  11.0 |1954  1504 |2.31 1.54 0.85|2.0   0 2.0|   0     0 |           | 11   32    0   47    0
May 20 15:09:12 ubuntu dstat.sh[64874]: 20-05 15:09:12| 21   5  73   0   0|1458M  728M  173M 5374M|5397B 1619B|   0   284k|   0  18.0 |1865  1380 |2.31 1.54 0.85|3.0   0 1.0|   0     0 |           | 11   32    0   42    0
May 20 15:09:13 ubuntu dstat.sh[64874]: 20-05 15:09:13| 22   4  74   0   0|1456M  729M  173M 5374M|4984B 1621B|   0    92k|   0  5.00 |1808  1297 |2.31 1.54 0.85|2.0   0 1.0|   0     0 |           | 11   32    0   42    0
May 20 15:09:14 ubuntu dstat.sh[64874]: 20-05 15:09:14| 23   2  73   0   0|1477M  709M  173M 5374M|4800B 1620B|   0     0 |   0     0 |1748  1132 |2.31 1.54 0.85|1.0   0 2.0|   0     0 |           | 11   32    0   42    0
May 20 15:09:15 ubuntu dstat.sh[64874]: 20-05 15:09:15| 21   5  74   0   0|1473M  713M  173M 5374M|4860B 1620B|   0     0 |   0     0 |1882  1367 |2.31 1.54 0.85|2.0   0 1.0|   0     0 |           | 11   32    0   42    0
May 20 15:09:16 ubuntu dstat.sh[64874]: 20-05 15:09:16| 22   4  73   0   0|1448M  738M  173M 5374M|5297B 1713B|   0   152k|   0  33.0 |1816  1212 |2.20 1.53 0.85|1.0   0 1.0|   0     0 |           | 11   32    0   38    0
May 20 15:09:17 ubuntu dstat.sh[64874]: 20-05 15:09:17| 22   4  74   0   0|1482M  704M  173M 5374M|4729B 1567B|   0     0 |   0     0 |1764  1124 |2.20 1.53 0.85|1.0   0 2.0|   0     0 |           | 11   32    0   38    0
May 20 15:09:18 ubuntu dstat.sh[64874]: 20-05 15:09:18| 17  10  73   0   0|1438M  747M  173M 5374M|5233B 1624B|   0   128k|   0  6.02 |3267  2213 |2.20 1.53 0.85|2.0   0 135|   0     0 |           | 11   32    0   38    0
May 20 15:09:19 ubuntu dstat.sh[64874]: 20-05 15:09:19|  8  22  68   0   0|1426M  759M  173M 5374M|4533B 1509B|   0   531k|   0  6.99 |5276  3559 |2.20 1.53 0.85|1.0   0 319|   0     0 |           | 11   32    0   38    0
May 20 15:09:20 ubuntu dstat.sh[64874]: 20-05 15:09:20|  8  21  69   0   0|1420M  765M  173M 5374M|4560B 1620B|   0   540k|   0  9.00 |5232  3575 |2.20 1.53 0.85|2.0   0 300|   0     0 |           | 11   32    0   36    0
May 20 15:09:21 ubuntu dstat.sh[64874]: 20-05 15:09:21|  9  22  68   0   0|1407M  778M  173M 5374M|4815B 1619B|   0   368k|   0  11.0 |5862  4591 |2.19 1.53 0.85|1.0   0 381|   0     0 |           | 11   32    0   36    0
May 20 15:09:22 ubuntu dstat.sh[64874]: 20-05 15:09:22| 11  16  71   0   0|1418M  767M  173M 5374M|4856B 1619B|   0   412k|   0  27.0 |4476  3217 |2.19 1.53 0.85|1.0   0 234|   0     0 |           | 11   32    0   36    0
May 20 15:09:23 ubuntu dstat.sh[64874]: 20-05 15:09:23| 22   4  73   0   0|1467M  718M  173M 5374M|4798B 1619B|   0    52k|   0  4.00 |1859  1249 |2.19 1.53 0.85|1.0   0 2.0|   0     0 |           | 11   32    0   36    0
May 20 15:09:24 ubuntu dstat.sh[64874]: 20-05 15:09:24| 23   2  74   0   0|1463M  723M  173M 5374M|4789B 1567B|   0    16k|   0  1.00 |1755  1065 |2.19 1.53 0.85|1.0   0 1.0|   0     0 |           | 11   32    0   31    0
May 20 15:09:25 ubuntu dstat.sh[64874]: 20-05 15:09:25| 22   4  74   0   0|1508M  677M  173M 5374M|4053B 1513B|   0  4097B|   0  1.00 |1753  1219 |2.19 1.53 0.85|1.0   0   0|   0     0 |           | 11   32    0   31    0
May 20 15:09:26 ubuntu dstat.sh[64874]: 20-05 15:09:26| 22   3  73   0   0|1521M  664M  173M 5374M|4637B 1620B|   0    20k|   0  1.00 |1762  1066 |2.09 1.53 0.85|2.0   0 2.0|   0     0 |           | 11   32    0   31    0
May 20 15:09:27 ubuntu dstat.sh[64874]: 20-05 15:09:27| 22   4  73   0   0|1479M  706M  173M 5374M|4556B 1619B|   0     0 |   0     0 |1818  1218 |2.09 1.53 0.85|1.0   0 1.0|   0     0 |           | 11   32    0   31    0
May 20 15:09:28 ubuntu dstat.sh[64874]: 20-05 15:09:28| 22   4  73   0   0|1502M  683M  173M 5374M|4549B 1567B|   0  3086k|   0   137 |1874  1247 |2.09 1.53 0.85|1.0   0 2.0|   0     0 |           | 11   32    0   25    0
May 20 15:09:29 ubuntu dstat.sh[64874]: 20-05 15:09:29| 22   4  73   0   0|1446M  740M  173M 5374M|4532B 1512B|   0     0 |   0     0 |1729  1143 |2.09 1.53 0.85|3.0   0 1.0|   0     0 |           | 11   32    0   25    0
May 20 15:09:30 ubuntu dstat.sh[64874]: 20-05 15:09:30| 22   4  74   0   0|1467M  718M  173M 5374M|4499B 1619B|   0     0 |   0     0 |1739  1101 |2.09 1.53 0.85|1.0   0 2.0|   0     0 |           | 11   32    0   25    0
May 20 15:09:31 ubuntu dstat.sh[64874]: 20-05 15:09:31| 24   3  73   0   0|1429M  756M  173M 5374M|5105B 1567B|   0   248k|   0  14.0 |2017  1656 |2.00 1.52 0.85|1.0   0 2.0|   0     0 |           | 11   32    0   25    0
May 20 15:09:32 ubuntu dstat.sh[64874]: 20-05 15:09:32| 22   4  73   0   0|1493M  692M  173M 5374M|4858B 1508B|   0   291k|   0  17.9 |1808  1210 |2.00 1.52 0.85|1.0   0 2.0|   0     0 |           | 11   32    0   18    0
May 20 15:09:33 ubuntu dstat.sh[64874]: 20-05 15:09:33| 28   6  66   0   0|1459M  727M  173M 5374M|4392B 1624B|   0    40k|   0  5.01 |2848  8517 |2.00 1.52 0.85|2.0   0  37|   0     0 |           | 11   32    0   19    0
May 20 15:09:34 ubuntu dstat.sh[64874]: 20-05 15:09:34| 23   4  73   0   0|1491M  695M  173M 5374M|4487B 1566B|   0     0 |   0     0 |1729  1125 |2.00 1.52 0.85|1.0   0 2.0|   0     0 |           | 11   32    0   19    0
May 20 15:09:35 ubuntu dstat.sh[64874]: 20-05 15:09:35| 22   3  73   0   0|1461M  724M  173M 5374M|5102B 1620B|   0    28k|   0  1.00 |1743  1132 |2.00 1.52 0.85|4.0   0 1.0|   0     0 |           | 11   32    0   19    0
May 20 15:09:36 ubuntu dstat.sh[64874]: 20-05 15:09:36| 22   4  74   0   0|1493M  692M  173M 5374M|5384B 1510B|   0  8184B|   0  1.00 |1777  1124 |1.92 1.51 0.86|2.0   0 2.0|   0     0 |           | 11   32    0   19    0
May 20 15:09:37 ubuntu dstat.sh[64874]: 20-05 15:09:37| 24   2  74   0   0|1465M  720M  173M 5374M|5516B 1619B|   0    92k|   0  2.00 |1650  1037 |1.92 1.51 0.86|2.0   0 1.0|   0     0 |           | 11   32    0   13    0
May 20 15:09:38 ubuntu dstat.sh[64874]: 20-05 15:09:38| 22   4  73   0   0|1456M  729M  173M 5374M|5710B 1665B|   0    68k|   0  3.01 |1821  1311 |1.92 1.51 0.86|2.0   0 1.0|   0     0 |           | 11   32    0   13    0
May 20 15:09:39 ubuntu dstat.sh[64874]: 20-05 15:09:39| 22   4  73   0   0|1447M  738M  173M 5374M|5521B 1620B|   0    48k|   0  1.00 |1834  1286 |1.92 1.51 0.86|1.0   0   0|   0     0 |           | 11   32    0   13    0
May 20 15:09:40 ubuntu dstat.sh[64874]: 20-05 15:09:40| 22   3  74   0   0|1481M  705M  173M 5374M|5039B 1620B|   0    20k|   0  1.00 |1774  1115 |1.92 1.51 0.86|1.0   0 2.0|   0     0 |           | 11   32    0   13    0
May 20 15:09:41 ubuntu dstat.sh[64874]: 20-05 15:09:41| 23   4  72   0   0|1449M  736M  173M 5374M|4641B 1621B|   0   116k|   0  12.0 |2021  1674 |2.01 1.53 0.87|1.0   0 2.0|   0     0 |           | 11   32    0   10    0
May 20 15:09:42 ubuntu dstat.sh[64874]: 20-05 15:09:42| 22   4  73   0   0|1452M  734M  173M 5374M|4799B 1620B|   0   384k|   0  22.0 |1747  1251 |2.01 1.53 0.87|1.0   0 1.0|   0     0 |           | 11   32    0   10    0
May 20 15:09:43 ubuntu dstat.sh[64874]: 20-05 15:09:43| 22   4  73   0   0|1473M  713M  173M 5374M|4800B 1620B|   0    48k|   0  5.00 |1821  1248 |2.01 1.53 0.87|1.0   0 2.0|   0     0 |           | 11   32    0   10    0
May 20 15:09:44 ubuntu dstat.sh[64874]: 20-05 15:09:44| 19   9  72   0   0|1451M  734M  173M 5374M|4583B 1460B|   0    72k|   0  4.00 |2719  1758 |2.01 1.53 0.87|2.0   0  92|   0     0 |           | 11   32    0   10    0
May 20 15:09:45 ubuntu dstat.sh[64874]: 20-05 15:09:45|  8  23  68   0   0|1436M  750M  173M 5374M|4682B 1621B|   0   192k|   0  8.00 |5517  3908 |2.01 1.53 0.87|2.0   0 365|   0     0 |           | 11   32    0    7    0
May 20 15:09:46 ubuntu dstat.sh[64874]: 20-05 15:09:46| 21   5  73   0   0|1459M  726M  173M 5374M|5289B 1617B|   0     0 |   0     0 |1891  1348 |1.93 1.52 0.87|1.0   0 3.0|   0     0 |           | 11   32    0    7    0
May 20 15:09:47 ubuntu dstat.sh[64874]: 20-05 15:09:47| 24   1  74   0   0|1474M  711M  173M 5375M|5158B 1619B|   0   560k|   0   105 |1743   997 |1.93 1.52 0.87|2.0   0   0|   0     0 |           | 11   32    0    7    0
May 20 15:09:48 ubuntu dstat.sh[64874]: 20-05 15:09:48| 21   5  73   0   0|1518M  667M  173M 5375M|5013B 1462B|   0   164k|   0  2.01 |1932  1354 |1.93 1.52 0.87|1.0   0 9.0|   0     0 |           | 11   32    0    7    0
May 20 15:09:49 ubuntu dstat.sh[64874]: 20-05 15:09:49| 20   8  71   0   0|1445M  740M  173M 5375M|4620B 1620B|  40k   96k|2.00  4.00 |2793  2025 |1.93 1.52 0.87|1.0   0 157|   0     0 |           | 11   32    0    4    0
May 20 15:09:50 ubuntu dstat.sh[64874]: 20-05 15:09:50|  8  21  69   0   0|1419M  766M  173M 5375M|4918B 1619B|   0   196k|   0  7.00 |6179  4869 |1.93 1.52 0.87|2.0   0 490|   0     0 |           | 11   32    0    4    0
May 20 15:09:51 ubuntu dstat.sh[64874]: 20-05 15:09:51|  8  24  68   0   0|1406M  778M  173M 5375M|4720B 1459B|   0   380k|   0  16.0 |6780  5881 |1.93 1.53 0.87|1.0   0 600|   0     0 |           | 11   32    0    4    0
May 20 15:09:52 ubuntu dstat.sh[64874]: 20-05 15:09:52|  9  22  68   0   0|1398M  787M  173M 5375M|4980B 1620B|   0  1536k|   0  34.0 |6609  5688 |1.93 1.53 0.87|2.0   0 606|   0     0 |           | 11   32    0    4    0
May 20 15:09:53 ubuntu dstat.sh[64874]: 20-05 15:09:53|  8  22  67   0   0|1387M  798M  173M 5375M|4671B 1617B|   0  2276k|   0  71.9 |6290  5056 |1.93 1.53 0.87|1.0   0 510|   0     0 |           | 11   32    0    3    0
May 20 15:09:54 ubuntu dstat.sh[64874]: 20-05 15:09:54|  7  23  68   0   0|1388M  797M  173M 5375M|5473B 1457B|   0  1826k|   0  69.9 |5505  3964 |1.93 1.53 0.87|1.0   0 337|   0     0 |           | 11   32    0    3    0
May 20 15:09:55 ubuntu dstat.sh[64874]: 20-05 15:09:55|  8  22  69   0   0|1384M  800M  173M 5375M|5891B 1623B|   0   256k|   0  12.0 |5363  3719 |1.93 1.53 0.87|1.0   0 321|   0     0 |           | 11   32    0    3    0
May 20 15:09:56 ubuntu dstat.sh[64874]: 20-05 15:09:56|  7  22  69   0   0|1377M  807M  173M 5375M|5900B 1621B|   0   140k|   0  5.00 |5333  3704 |1.78 1.51 0.87|1.0   0 327|   0     0 |           | 11   32    0    3    0
May 20 15:09:57 ubuntu dstat.sh[64874]: 20-05 15:09:57|  8  22  68   0   0|1369M  815M  173M 5375M|5559B 1614B|   0   203k|   0  8.97 |5393  3674 |1.78 1.51 0.87|3.0   0 335|   0     0 |           | 11   32    0    1    0
May 20 15:09:58 ubuntu dstat.sh[64874]: 20-05 15:09:58|  9  23  68   0   0|1365M  820M  173M 5375M|4999B 1626B|   0   141k|   0  13.0 |5776  4368 |1.78 1.51 0.87|1.0   0 426|   0     0 |           | 11   32    0    1    0
May 20 15:09:59 ubuntu dstat.sh[64874]: 20-05 15:09:59| 14  25  59   0   0|1320M  865M  173M 5375M|4971B 1617B|   0   663k|   0  21.0 |6076  4965 |1.78 1.51 0.87|2.0   0 476|   0     0 |           | 11   32    0    3    0
May 20 15:10:00 ubuntu dstat.sh[64874]: 20-05 15:10:00| 46  26  27   0   0|1456M  729M  174M 5375M|4808B 1499B|   0   760k|   0  49.0 |5904  4957 |1.78 1.51 0.87|3.0   0 485|   0     0 |           | 11   32    0    7    0
May 20 15:10:01 ubuntu dstat.sh[64874]: 20-05 15:10:01| 62  12  24   2   0|1616M  564M  174M 5378M|5696B 1624B| 373k 5384k|3.01   414 |5393  5315 |1.88 1.53 0.88|3.0 1.0  26|   0     0 |           | 11   34    0    7    0
May 20 15:10:02 ubuntu dstat.sh[64874]: 20-05 15:10:02| 41  12  33  12   0|1607M  562M  175M 5388M|5482B 1619B|   0    51M|   0  3938 |  17k   33k|1.88 1.53 0.88|4.0   0 163|   0     0 |           | 11   36    0    9    0
May 20 15:10:03 ubuntu dstat.sh[64874]: 20-05 15:10:03| 39  12  33  14   0|1662M  496M  175M 5399M|5703B 1621B|   0    72M|   0  5348 |  19k   38k|1.88 1.53 0.88|1.0 2.0  99|   0     0 |           | 11   36    0    9    0
May 20 15:10:04 ubuntu dstat.sh[64874]: 20-05 15:10:04| 36  10  37  14   0|1664M  485M  176M 5406M|  14k 9963B|   0    90M|   0  6827 |  23k   46k|1.88 1.53 0.88|1.0 1.0  36|   0     0 |           | 11   37    0    9    0
May 20 15:10:05 ubuntu dstat.sh[64874]: 20-05 15:10:05| 39  20  29  10   0|1510M  633M  176M 5412M|7539B 2641B| 297k   33M|4.01  2664 |  14k   24k|1.88 1.53 0.88|3.0   0 344|   0     0 |           | 11   34    0   10    0
May 20 15:10:06 ubuntu dstat.sh[64874]: 20-05 15:10:06| 42  24  22  10   0|1561M  575M  177M 5418M|7773B 3789B| 672k   71M|12.9  4969 |  20k   41k|2.05 1.57 0.90|8.0 1.0 206|   0     0 |           | 11   35    0   10    0
May 20 15:10:07 ubuntu dstat.sh[64874]: 20-05 15:10:07| 36  14  38   9   0|1577M  555M  177M 5421M|  15k   11k| 927k   45M|14.0  3518 |  17k   31k|2.05 1.57 0.90|3.0   0 166|   0     0 |           | 11   35    0   10    0
May 20 15:10:08 ubuntu dstat.sh[64874]: 20-05 15:10:08| 29   9  48  12   0|1495M  635M  177M 5424M|  13k 9136B|   0    30M|   0  2744 |  15k   27k|2.05 1.57 0.90|2.0   0  75|   0     0 |           | 11   34    0   10    0
May 20 15:10:09 ubuntu dstat.sh[64874]: 20-05 15:10:09| 37   9  40  14   0|1565M  565M  177M 5423M|5207B 1906B|   0    44M|   0  3981 |  15k   28k|2.05 1.57 0.90|1.0 1.0  24|   0     0 |           | 11   34    1   10    0
May 20 15:10:10 ubuntu dstat.sh[64874]: 20-05 15:10:10| 27   8  48  13   0|1561M  568M  177M 5424M|  14k   11k|   0    45M|   0  4138 |  17k   34k|2.05 1.57 0.90|3.0   0  39|   0     0 |           | 11   35    0   10    0
May 20 15:10:11 ubuntu dstat.sh[64874]: 20-05 15:10:11| 32   7  46  13   0|1556M  571M  177M 5425M|  15k   11k|   0    48M|   0  4041 |  18k   34k|2.04 1.58 0.90|2.0   0  34|   0     0 |           | 11   34    0   11    0
May 20 15:10:12 ubuntu dstat.sh[64874]: 20-05 15:10:12| 36  11  38  13   0|1587M  538M  178M 5428M|4813B 1621B|   0    36M|   0  3612 |  15k   28k|2.04 1.58 0.90|3.0 1.0 119|   0     0 |           | 11   36    0   11    0
May 20 15:10:13 ubuntu dstat.sh[64874]: 20-05 15:10:13| 28   9  47  13   0|1604M  518M  178M 5430M|  11k 8286B|   0    55M|   0  4435 |  16k   33k|2.04 1.58 0.90|3.0   0  45|   0     0 |           | 11   37    0   11    0
May 20 15:10:14 ubuntu dstat.sh[64874]: 20-05 15:10:14| 27   6  50  13   0|1592M  527M  178M 5433M|  17k   14k|   0    39M|   0  3317 |  18k   32k|2.04 1.58 0.90|6.0 1.0  48|   0     0 |           | 11   37    0   11    0
May 20 15:10:15 ubuntu dstat.sh[64874]: 20-05 15:10:15| 32  11  42  13   0|1520M  595M  178M 5437M|5486B 1810B|   0    42M|   0  3611 |  16k   29k|2.04 1.58 0.90|3.0 2.0 105|   0     0 |           | 11   36    0   11    0
May 20 15:10:16 ubuntu dstat.sh[64874]: 20-05 15:10:16| 30   9  44  13   0|1548M  565M  178M 5439M|  10k 6767B|   0    51M|   0  4247 |  16k   32k|2.04 1.59 0.91|1.0 1.0  57|   0     0 |           | 11   37    0   11    0
May 20 15:10:17 ubuntu dstat.sh[64874]: 20-05 15:10:17| 32   8  48  10   0|1547M  565M  178M 5439M|  18k   13k|   0    36M|   0  3063 |  15k   29k|2.04 1.59 0.91|1.0 1.0  24|   0     0 |           | 11   37    0   11    0
May 20 15:10:18 ubuntu dstat.sh[64874]: 20-05 15:10:18| 30  11  42  13   0|1547M  570M  178M 5435M|8056B 4512B|   0    50M|   0  4359 |  17k   34k|2.04 1.59 0.91|3.0 1.0  70|   0     0 |           | 11   36    0   12    0
May 20 15:10:19 ubuntu dstat.sh[64874]: 20-05 15:10:19| 37   9  47   6   0|1438M  679M  178M 5435M|  10k 6671B|   0    33M|   0  2703 |9794    18k|2.04 1.59 0.91|2.0   0  66|   0     0 |           | 11   33    0   13    0
May 20 15:10:20 ubuntu dstat.sh[64874]: 20-05 15:10:20| 21  14  62   1   0|1386M  731M  178M 5435M|8820B 5350B|   0  4248k|   0   222 |4691  5036 |2.04 1.59 0.91|1.0   0 203|   0     0 |           | 11   32    0   14    0
May 20 15:10:21 ubuntu dstat.sh[64874]: 20-05 15:10:21| 19   3  77   0   0|1442M  674M  178M 5435M|7740B 3967B|   0   440k|   0  23.0 |1765  1324 |1.96 1.58 0.91|1.0   0 1.0|   0     0 |           | 11   33    0   14    0
May 20 15:10:22 ubuntu dstat.sh[64874]: 20-05 15:10:22| 17   6  76   0   0|1421M  695M  178M 5435M|9296B 5982B|   0   988k|   0  66.0 |3086  3049 |1.96 1.58 0.91|1.0   0  60|   0     0 |           | 11   32    0   15    0
