Dec 30 07:31:40 jammy-provider-cloud-0000007872 systemd[1]: Started Devstack devstack@dstat.service.
Dec 30 07:31:40 jammy-provider-cloud-0000007872 dstat.sh[58977]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Dec 30 07:31:40 jammy-provider-cloud-0000007872 dstat.sh[58977]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Dec 30 07:33:10 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:10| 24   3  72   0   0|1335M 1422M  167M 4820M|6865B 1627B|   0   578k|   0  21.1 |1119  1406 |2.77 1.50 0.72|1.0   0 2.0|   0     0 |   0     0 | 10   32    0   60    0
Dec 30 07:33:11 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:11| 23   3  74   0   0|1412M 1345M  167M 4820M|4774B 1622B|   0  4101B|   0  1.00 | 953  1229 |2.62 1.49 0.72|2.0   0 4.0|   0     0 |   0     0 | 10   32    0   60    0
Dec 30 07:33:12 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:12| 23   3  74   0   0|1366M 1391M  167M 4820M|6164B 1620B|   0     0 |   0     0 | 911  1119 |2.62 1.49 0.72|1.0   0 3.0|   0     0 |   0     0 | 10   32    0   60    0
Dec 30 07:33:13 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:13| 24   2  74   0   0|1420M 1337M  167M 4820M|4979B 1563B|   0     0 |   0     0 | 859  1088 |2.62 1.49 0.72|1.0   0 2.0|   0     0 |   0     0 | 10   32    0   60    0
Dec 30 07:33:14 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:14| 23   3  73   0   0|1387M 1370M  167M 4820M|5948B 1545B|   0   485k|   0  82.5 |1145  1545 |2.62 1.49 0.72|1.0   0 5.0|   0     0 |   0     0 | 10   32    0   60    0
Dec 30 07:33:15 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:15| 23   3  73   0   0|1330M 1426M  167M 4820M|5777B 1630B|   0  5851k|   0   295 |1233  2103 |2.62 1.49 0.72|1.0   0 3.0|   0     0 |   0     0 | 10   32    0   58    0
Dec 30 07:33:16 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:16| 23   2  74   0   0|1344M 1413M  167M 4820M|4910B 1689B|   0   396k|   0  32.0 |1190  1686 |2.49 1.48 0.72|1.0   0 5.0|   0     0 |   0     0 | 10   32    0   58    0
Dec 30 07:33:17 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:17| 23   3  74   0   0|1416M 1340M  167M 4820M|4159B 1611B|   0    60k|   0  3.98 | 955  1214 |2.49 1.48 0.72|1.0   0 2.0|   0     0 |   0     0 | 10   32    0   58    0
Dec 30 07:33:18 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:18| 24   2  73   0   0|1372M 1384M  167M 4820M|5185B 1626B|   0     0 |   0     0 | 929  1126 |2.49 1.48 0.72|1.0   0 3.0|   0     0 |   0     0 | 10   32    0   58    0
Dec 30 07:33:19 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:19| 24   2  74   0   0|1371M 1386M  167M 4820M|5110B 1621B|   0     0 |   0     0 | 955  1176 |2.49 1.48 0.72|1.0   0 3.0|   0     0 |   0     0 | 10   32    0   57    0
Dec 30 07:33:20 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:20| 24   2  74   0   0|1414M 1342M  167M 4820M|6223B 1455B|   0     0 |   0     0 | 947  1163 |2.49 1.48 0.72|3.0   0 3.0|   0     0 |   0     0 | 10   32    0   57    0
Dec 30 07:33:21 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:21|  9  20  70   0   0|1320M 1437M  167M 4820M|5992B 1623B|   0   264k|   0  3.01 |2433  3502 |2.37 1.47 0.72|3.0   0 290|   0     0 |   0     0 | 10   32    0   55    0
Dec 30 07:33:22 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:22|  9  21  69   0   0|1320M 1437M  167M 4820M|6732B 1624B|   0   722k|   0  9.02 |2439  3378 |2.37 1.47 0.72|3.0   0 301|   0     0 |   0     0 | 10   32    0   55    0
Dec 30 07:33:23 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:23|  9  20  70   0   0|1323M 1433M  167M 4821M|5594B 1616B|   0   387k|   0  7.98 |2338  3464 |2.37 1.47 0.72|4.0   0 262|   0     0 |   0     0 | 10   32    0   52    0
Dec 30 07:33:24 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:24|  8  22  69   0   0|1320M 1436M  167M 4821M|  40k 1625B|   0    88k|   0  1.00 |2557  3498 |2.37 1.47 0.72|2.0   0 304|   0     0 |   0     0 | 10   32    0   52    0
Dec 30 07:33:25 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:25| 11  15  72   0   0|1344M 1412M  167M 4821M|5056B 1620B|   0     0 |   0     0 |2128  2959 |2.37 1.47 0.72|2.0   0 219|   0     0 |   0     0 | 10   32    0   47    0
Dec 30 07:33:26 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:26| 22   3  73   0   0|1417M 1339M  167M 4821M|5252B 1620B|   0   504k|   0  40.0 |1076  1689 |2.26 1.47 0.73|2.0   0 4.0|   0     0 |   0     0 | 10   32    0   47    0
Dec 30 07:33:27 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:27| 23   2  74   0   0|1360M 1396M  167M 4821M|6433B 1457B|   0  1879k|   0   206 | 911  1090 |2.26 1.47 0.73|2.0   0 3.0|   0     0 |   0     0 | 10   32    0   42    0
Dec 30 07:33:28 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:28| 23   3  74   0   0|1421M 1335M  167M 4821M|6731B 1614B|   0    24k|   0  1.99 | 913  1070 |2.26 1.47 0.73|2.0   0 2.0|   0     0 |   0     0 | 10   32    0   42    0
Dec 30 07:33:29 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:29| 23   2  74   0   0|1378M 1378M  167M 4821M|6810B 1626B|   0     0 |   0     0 | 964  1135 |2.26 1.47 0.73|2.0   0 3.0|   0     0 |   0     0 | 10   32    0   41    0
Dec 30 07:33:30 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:30| 23   3  73   0   0|1421M 1335M  167M 4821M|5597B 1614B|   0    16k|   0  1.00 | 876  1143 |2.26 1.47 0.73|2.0   0 3.0|   0     0 |   0     0 | 10   32    0   41    0
Dec 30 07:33:31 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:31| 22   4  74   0   0|1393M 1363M  167M 4821M|5009B 1624B|   0     0 |   0     0 | 958  1184 |2.16 1.46 0.73|1.0   0 3.0|   0     0 |   0     0 | 10   32    0   40    0
Dec 30 07:33:32 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:32| 23   3  74   0   0|1340M 1417M  167M 4821M|6116B 1616B|   0   399k|   0  7.98 | 890  1086 |2.16 1.46 0.73|2.0   0 3.0|   0     0 |   0     0 | 10   32    0   40    0
Dec 30 07:33:33 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:33| 23   4  73   0   0|1411M 1346M  167M 4821M|5380B 1623B|   0     0 |   0     0 | 844  1125 |2.16 1.46 0.73|1.0   0 4.0|   0     0 |   0     0 | 10   32    0   40    0
Dec 30 07:33:34 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:34| 24   2  73   0   0|1342M 1414M  167M 4821M|5867B 1510B|   0    24k|   0  2.00 | 897  1038 |2.16 1.46 0.73|2.0   0 3.0|   0     0 |   0     0 | 10   32    0   38    0
Dec 30 07:33:35 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:35| 22   4  74   0   0|1414M 1343M  167M 4821M|6198B 1611B|   0   581k|   0   113 | 906  1217 |2.16 1.46 0.73|1.0   0 2.0|   0     0 |   0     0 | 10   32    0   38    0
Dec 30 07:33:36 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:36| 23   2  73   0   0|1373M 1383M  167M 4821M|5716B 1659B|   0   439k|   0  31.9 |1123  1724 |2.07 1.45 0.73|2.0   0 3.0|   0     0 |   0     0 | 10   32    0   38    0
Dec 30 07:33:37 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:37| 24   2  74   0   0|1315M 1441M  167M 4821M|6902B 1625B|   0  1701k|   0  5.01 | 824  1090 |2.07 1.45 0.73|2.0   0 3.0|   0     0 |   0     0 | 10   32    0   38    0
Dec 30 07:33:38 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:38| 23   3  74   0   0|1391M 1365M  167M 4821M|  13k 1614B|   0  8163B|   0  1.00 | 871  1167 |2.07 1.45 0.73|2.0   0 2.0|   0     0 |   0     0 | 10   32    0   37    0
Dec 30 07:33:39 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:39| 23   3  74   0   0|1340M 1416M  167M 4821M|5035B 1626B|   0    88k|   0  1.00 | 904  1122 |2.07 1.45 0.73|1.0   0 3.0|   0     0 |   0     0 | 10   32    0   37    0
Dec 30 07:33:40 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:40| 23   3  73   0   0|1349M 1407M  167M 4821M|7661B 1620B|   0    16k|   0  2.00 |1070  1293 |2.07 1.45 0.73|2.0   0 6.0|   0     0 |   0     0 | 10   32    0   29    0
Dec 30 07:33:41 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:41| 23   2  74   0   0|1415M 1341M  167M 4821M|5295B 1507B|   0     0 |   0     0 | 923  1113 |1.98 1.44 0.73|2.0   0 2.0|   0     0 |   0     0 | 10   32    0   29    0
Dec 30 07:33:42 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:42| 23   2  74   0   0|1378M 1378M  167M 4821M|4590B 1571B|   0   157k|   0  3.01 | 885  1100 |1.98 1.44 0.73|2.0   0 3.0|   0     0 |   0     0 | 10   32    0   23    0
Dec 30 07:33:43 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:43| 23   3  73   0   0|1383M 1374M  167M 4821M|5467B 1615B|   0    20k|   0  1.00 |1014  1226 |1.98 1.44 0.73|2.0   0 3.0|   0     0 |   0     0 | 10   32    0   23    0
Dec 30 07:33:44 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:44| 21   5  73   0   0|1317M 1439M  167M 4821M|5435B 1627B|   0    40k|   0  4.02 |1360  1839 |1.98 1.44 0.73|1.0   0  94|   0     0 |   0     0 | 10   32    0   14    0
Dec 30 07:33:45 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:45| 14  14  71   0   0|1362M 1394M  167M 4821M|8222B 1612B|   0   219k|   0  34.8 |2293  3506 |1.98 1.44 0.73|2.0   0 299|   0     0 |   0     0 | 10   32    0   14    0
Dec 30 07:33:46 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:46| 23   3  73   0   0|1327M 1429M  167M 4821M|8003B 1621B|   0   460k|   0  34.0 |1182  1780 |1.90 1.43 0.73|2.0   0  11|   0     0 |   0     0 | 10   32    0   11    0
Dec 30 07:33:47 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:47| 22   3  73   0   0|1404M 1351M  167M 4821M|6096B 1620B|   0    32k|   0  1.00 | 858  1215 |1.90 1.43 0.73|2.0   0 2.0|   0     0 |   0     0 | 10   32    0   11    0
Dec 30 07:33:48 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:48| 15  15  70   0   0|1324M 1432M  167M 4821M|4547B 1518B|   0    72k|   0  3.01 |2613  4133 |1.90 1.43 0.73|3.0   0 388|   0     0 |   0     0 | 10   32    0   11    0
Dec 30 07:33:49 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:49| 10  20  69   0   0|1323M 1433M  167M 4821M|4880B 1568B|   0   296k|   0  7.01 |3157  4964 |1.90 1.43 0.73|1.0   0 497|   0     0 |   0     0 | 10   32    0   11    0
Dec 30 07:33:50 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:50|  9  21  69   0   0|1323M 1432M  167M 4821M|6091B 1617B|   0   459k|   0  9.98 |3091  4787 |1.90 1.43 0.73|2.0   0 460|   0     0 |   0     0 | 10   32    0   10    0
Dec 30 07:33:51 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:51| 11  19  69   0   0|1324M 1432M  167M 4821M|5586B 1619B|   0  1483k|   0  41.0 |3171  4993 |1.90 1.43 0.73|2.0   0 503|   0     0 |   0     0 | 10   32    0   10    0
Dec 30 07:33:52 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:52| 14  23  64   0   0|1323M 1433M  167M 4821M|6547B 1622B|   0  1550k|   0  19.0 |4283  8212 |1.83 1.43 0.73|2.0   0 622|   0     0 |   0     0 | 10   32    0    8    0
Dec 30 07:33:53 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:53| 10  19  71   0   0|1322M 1434M  167M 4821M|5844B 1716B|   0   184k|   0  5.01 |2846  4292 |1.83 1.43 0.73|1.0   0 399|   0     0 |   0     0 | 10   32    0    8    0
Dec 30 07:33:54 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:54|  8  20  70   0   0|1322M 1434M  167M 4821M|  42k 1619B|   0   168k|   0  7.00 |2903  4211 |1.83 1.43 0.73|1.0   0 397|   0     0 |   0     0 | 10   32    0    5    0
Dec 30 07:33:55 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:55| 23  26  51   0   0|1369M 1387M  167M 4821M|5419B 1514B|   0   757k|   0  40.0 |4306  7492 |1.83 1.43 0.73|4.0   0 787|   0     0 |   0     0 | 10   32    0    9    0
Dec 30 07:33:56 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:56| 65  12  22   0   0|1560M 1194M  167M 4822M|5128B 1564B|   0  1011k|   0  60.9 |2170  3179 |1.83 1.43 0.73|4.0   0 122|   0     0 |   0     0 | 10   32    0   10    0
Dec 30 07:33:57 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:57| 49  10  30  12   0|1560M 1183M  168M 4832M|4849B 1620B| 400k   62M|4.00  4677 |  15k   34k|1.92 1.45 0.75|8.0   0 154|   0     0 |   0     0 | 10   36    0   11    0
Dec 30 07:33:58 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:58| 40  10  34  15   0|1615M 1115M  169M 4844M|5920B 1620B|   0    64M|   0  5468 |  18k   40k|1.92 1.45 0.75|4.0   0 107|   0     0 |   0     0 | 10   37    0   11    0
Dec 30 07:33:59 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:33:59| 46  10  32  12   0|1589M 1132M  169M 4851M|5739B 1621B|   0    84M|   0  6508 |  19k   45k|1.92 1.45 0.75|4.0   0 123|   0     0 |   0     0 | 10   36    0   13    0
Dec 30 07:34:00 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:34:00| 42  17  28  10   0|1533M 1180M  169M 4860M|5983B 1619B| 364k   57M|7.00  4547 |  15k   35k|1.92 1.45 0.75|3.0   0 278|   0     0 |   0     0 | 10   35    0   13    0
Dec 30 07:34:01 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:34:01| 39  16  34   8   0|1475M 1231M  170M 4866M|5319B 1621B| 716k   51M|16.0  4125 |  15k   39k|1.92 1.45 0.75|6.0   0 154|   0     0 |   0     0 | 10   34    0   13    0
Dec 30 07:34:02 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:34:02| 41  14  34   9   0|1538M 1163M  170M 4871M|7222B 1620B| 912k   41M|11.0  3565 |  13k   30k|2.89 1.66 0.82|8.0 1.0 162|   0     0 |   0     0 | 10   34    0   11    0
Dec 30 07:34:03 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:34:03| 37   7  43  10   0|1540M 1161M  170M 4871M|7303B 1511B|   0    49M|   0  4381 |  16k   38k|2.89 1.66 0.82|4.0   0  12|   0     0 |   0     0 | 10   34    0   13    0
Dec 30 07:34:04 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:34:04| 33  10  45  11   0|1531M 1168M  170M 4872M|5932B 1621B|   0    39M|   0  3973 |  13k   31k|2.89 1.66 0.82|4.0   0 112|   0     0 |   0     0 | 10   34    0   13    0
Dec 30 07:34:05 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:34:05| 40   8  42   8   0|1533M 1163M  170M 4874M|7476B 1562B|   0    45M|   0  3843 |  16k   36k|2.89 1.66 0.82|7.0   0  21|   0     0 |   0     0 | 10   35    0   14    0
Dec 30 07:34:06 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:34:06| 39   8  47   6   0|1512M 1182M  171M 4877M|9731B 1623B|   0    33M|   0  3266 |  13k   28k|2.89 1.66 0.82|5.0   0  83|   0     0 |   0     0 | 10   34    0   14    0
Dec 30 07:34:07 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:34:07| 34   7  47   8   0|1530M 1160M  171M 4880M|5401B 1617B|   0    49M|   0  4194 |  16k   36k|2.82 1.67 0.82|3.0   0  39|   0     0 |   0     0 | 10   37    0   18    0
Dec 30 07:34:08 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:34:08| 34  10  45   9   0|1501M 1185M  171M 4884M|  15k 1622B|   0    54M|   0  4589 |  16k   36k|2.82 1.67 0.82|4.0   0 123|   0     0 |   0     0 | 10   36    0   20    0
Dec 30 07:34:09 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:34:09| 39   8  45   7   0|1528M 1155M  171M 4886M|5461B 1620B|   0    39M|   0  3767 |  14k   31k|2.82 1.67 0.82|3.0   0  51|   0     0 |   0     0 | 10   36    0   22    0
Dec 30 07:34:10 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:34:10| 38   9  41  11   0|1534M 1152M  171M 4883M|5481B 1514B|   0    48M|   0  4264 |  12k   32k|2.82 1.67 0.82|3.0   0  49|   0     0 |   0     0 | 10   37    0   22    0
Dec 30 07:34:11 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:34:11| 39   8  43   9   0|1515M 1172M  171M 4882M|5193B 1621B|   0    36M|   0  3307 |  11k   24k|2.82 1.67 0.82|2.0   0  80|   0     0 |   0     0 | 10   34    0   24    0
Dec 30 07:34:12 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:34:12| 29  13  58   0   0|1363M 1324M  171M 4882M|4878B 1616B|   0  1604k|   0  80.8 |2842  5201 |2.75 1.67 0.83|2.0   0 254|   0     0 |   0     0 | 10   32    0   24    0
Dec 30 07:34:13 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:34:13| 23   3  74   0   0|1418M 1269M  171M 4882M|5313B 1568B|   0   565k|   0  30.0 |1217  1698 |2.75 1.67 0.83|3.0   0 2.0|   0     0 |   0     0 | 10   32    0   24    0
Dec 30 07:34:14 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:34:14| 15  14  70   0   0|1361M 1326M  171M 4882M|7244B 1656B|   0   658k|   0  46.8 |2917  4590 |2.75 1.67 0.83|2.0   0 184|   0     0 |   0     0 | 10   32    0   24    0
Dec 30 07:34:15 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:34:15|  9  21  68   0   0|1361M 1326M  171M 4882M|5380B 1620B|   0   604k|   0  41.0 |2644  3693 |2.75 1.67 0.83|2.0   0 305|   0     0 |   0     0 | 10   32    0   24    0
Dec 30 07:34:16 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:34:16| 45  18  37   1   0|1465M 1222M  171M 4883M|5309B 1626B|   0  4550k|   0   292 |3194  5070 |2.75 1.67 0.83|4.0   0 311|   0     0 |   0     0 | 10   32    0   30    0
Dec 30 07:34:17 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:34:17| 68   8  24   0   0|1666M 1018M  171M 4885M|5449B 1512B|   0  1784k|   0  75.0 |1663  1767 |2.77 1.70 0.84|4.0   0 6.0|   0     0 |   0     0 | 10   32    0   30    0
Dec 30 07:34:18 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:34:18| 55   8  32   4   0|1749M  928M  171M 4892M|4995B 1621B|   0    25M|   0  1891 |8057    16k|2.77 1.70 0.84|2.0 1.0  90|   0     0 |   0     0 | 10   38    0   30    0
Dec 30 07:34:19 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:34:19| 37  11  37  13   0|1748M  914M  172M 4906M|6649B 1620B|   0   105M|   0  8012 |  28k   60k|2.77 1.70 0.84|4.0 2.0 240|   0     0 |   0     0 | 10   38    0   30    0
Dec 30 07:34:20 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:34:20| 40  11  35  13   0|1622M 1029M  172M 4917M|6777B 1620B|   0    83M|   0  6544 |  22k   49k|2.77 1.70 0.84|5.0   0 238|   0     0 |   0     0 | 10   36    0   30    0
Dec 30 07:34:21 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:34:21| 44  12  30  14   0|1694M  945M  172M 4928M|6717B 1565B|   0    91M|   0  7358 |  22k   49k|2.77 1.70 0.84|5.0 1.0 207|   0     0 |   0     0 | 10   36    0   30    0
Dec 30 07:34:22 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:34:22| 44  11  31  14   0|1746M  879M  172M 4941M|4751B 1619B|   0    92M|   0  6769 |  18k   45k|2.79 1.72 0.85|5.0   0 3.0|   0     0 |   0     0 | 10   38    0   30    0
Dec 30 07:34:23 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:34:23| 40  10  37  10   0|1632M  986M  172M 4947M|6601B 1619B|   0    82M|   0  6493 |  19k   44k|2.79 1.72 0.85|4.0   0 129|   0     0 |   0     0 | 10   36    0   30    0
Dec 30 07:34:24 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:34:24| 24  16  59   0   0|1379M 1239M  172M 4948M|  41k 1512B|   0  1824k|   0   108 |2350  3234 |2.79 1.72 0.85|2.0   0 249|   0     0 |   0     0 | 10   32    0   30    0
Dec 30 07:34:25 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:34:25| 23   2  73   0   0|1443M 1175M  172M 4948M|5829B 1619B|   0   903k|   0  53.0 |1142  1568 |2.79 1.72 0.85|3.0   0 3.0|   0     0 |   0     0 | 10   32    0   30    0
Dec 30 07:34:26 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:34:26| 24   2  73   1   0|1489M 1130M  172M 4948M|5493B 1620B|   0  5361k|   0   336 |1658  2877 |2.79 1.72 0.85|1.0   0   0|   0     0 |   0     0 | 10   38    0   30    0
Dec 30 07:34:27 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:34:27| 22   4  73   0   0|1406M 1212M  172M 4948M|5191B 1613B|   0     0 |   0     0 |1114  1419 |2.65 1.71 0.85|1.0   0  30|   0     0 |   0     0 | 10   32    0   30    0
Dec 30 07:34:28 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:34:28| 23   3  73   0   0|1481M 1138M  172M 4948M|5165B 1619B|   0  3278k|   0  13.0 | 959  1188 |2.65 1.71 0.85|1.0   0   0|   0     0 |   0     0 | 10   32    0   30    0
Dec 30 07:34:29 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:34:29| 19  10  70   0   0|1371M 1247M  172M 4948M|9112B 1576B|   0   793k|   0  46.3 |1815  2710 |2.65 1.71 0.85|5.0   0 146|   0     0 |   0     0 | 10   32    0   30    0
Dec 30 07:34:30 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:34:30| 17  36  46   0   0|1376M 1242M  172M 4948M|8688B 1513B|   0   284k|   0  26.0 |4741  8276 |2.65 1.71 0.85|1.0   0 1.0|   0     0 |   0     0 | 10   32    0   30    0
Dec 30 07:34:31 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:34:31|  9  20  69   0   0|1375M 1243M  172M 4948M|4846B 1616B|   0    92k|   0  11.0 |2337  3048 |2.65 1.71 0.85|1.0   0 294|   0     0 |   0     0 | 10   32    0   30    0
Dec 30 07:34:32 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:34:32|  9  21  69   0   0|1378M 1241M  172M 4948M|5188B 1616B|   0    20k|   0  4.99 |2470  3332 |2.52 1.69 0.86|2.0   0 312|   0     0 |   0     0 | 10   32    0   30    0
Dec 30 07:34:33 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:34:33|  9  19  70   0   0|1378M 1240M  172M 4948M|5428B 1626B|   0   526k|   0  45.2 |2459  3640 |2.52 1.69 0.86|1.0   0 287|   0     0 |   0     0 | 10   32    0   30    0
Dec 30 07:34:34 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:34:34| 11  19  69   0   0|1374M 1243M  172M 4948M|6458B 1615B|   0    88k|   0  11.0 |2412  3413 |2.52 1.69 0.86|2.0   0 265|   0     0 |   0     0 | 10   32    0   30    0
Dec 30 07:34:35 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:34:35| 13  18  67   0   0|1380M 1238M  172M 4948M|6346B 1627B|   0    20k|   0  5.02 |3438  5474 |2.52 1.69 0.86|1.0   0 205|   0     0 |   0     0 | 10   32    0   30    0
Dec 30 07:34:36 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:34:36| 35  15  49   0   0|1451M 1166M  172M 4948M|6336B 1618B|   0   228k|   0  3.99 |3892  7104 |2.52 1.69 0.86|2.0   0 165|   0     0 |   0     0 | 10   33    0   30    0
Dec 30 07:34:37 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:34:37| 44   6  49   0   0|1566M 1052M  172M 4949M|4986B 1499B|   0     0 |   0     0 |1133  1290 |2.47 1.70 0.86|2.0   0 4.0|   0     0 |   0     0 | 10   33    0   30    0
Dec 30 07:34:38 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:34:38| 47   8  45   0   0|1622M  990M  172M 4953M|  12k 1615B|   0  1599k|   0   170 |2508    10k|2.47 1.70 0.86|3.0   0 7.0|   0     0 |   0     0 | 10   49    0   30    0
Dec 30 07:34:39 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:34:39| 22  12  65   0   0|1652M  960M  172M 4954M|7995B 1627B|   0   366k|   0  28.1 |2474  3927 |2.47 1.70 0.86|2.0   0 256|   0     0 |   0     0 | 10   48    0   31    0
Dec 30 07:34:40 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:34:40|  9   1  89   0   0|1654M  958M  172M 4954M|7533B 2311B|   0   775k|   0  9.99 | 821  1089 |2.47 1.70 0.86|2.0   0 3.0|   0     0 |   0     0 | 10   49    0   31    0
Dec 30 07:34:41 jammy-provider-cloud-0000007872 dstat.sh[58977]: 30-12 07:34:41|  0   1  98   0   0|1654M  958M  172M 4954M|  36k 3112B|   0   176k|   0  14.0 | 742  1171 |2.47 1.70 0.86|  0   0   0|   0     0 |   0     0 | 10   49    0   31    0
