Feb 12 15:21:49 np0000000046 systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Feb 12 15:21:50 np0000000046 dstat.sh[58901]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Feb 12 15:21:50 np0000000046 dstat.sh[58901]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Feb 12 15:23:31 np0000000046 dstat.sh[58901]: 12-02 15:23:31| 29  13  58   0   0|1337M 1169M  166M 5078M|  14k 9683B|   0   678k|   0  72.2 |6348  7147 |2.31 1.26 0.63|2.0   0 243|   0     0 |           | 11   32    0   63    0
Feb 12 15:23:32 np0000000046 dstat.sh[58901]: 12-02 15:23:32| 22   6  71   0   0|1361M 1145M  166M 5078M|5321B 1856B|   0   148k|   0  7.97 |2158  1423 |2.31 1.26 0.63|  0   0  46|   0     0 |           | 11   32    1   63    0
Feb 12 15:23:33 np0000000046 dstat.sh[58901]: 12-02 15:23:33| 17   2  80   0   0|1361M 1144M  166M 5078M|  13k 9517B|   0   112k|   0  8.01 |2680  3097 |2.31 1.26 0.63|1.0   0 1.0|   0     0 |           | 11   33    0   63    0
Feb 12 15:23:34 np0000000046 dstat.sh[58901]: 12-02 15:23:34| 12  13  74   1   0|1332M 1174M  166M 5078M|7802B 4005B|   0   236k|   0  26.0 |4150  3492 |2.12 1.24 0.62|1.0   0 185|   0     0 |           | 11   32    0   59    0
Feb 12 15:23:35 np0000000046 dstat.sh[58901]: 12-02 15:23:35| 16  10  72   0   0|1368M 1138M  166M 5078M|5063B 1619B|   0  8187B|   0  2.00 |2738  1850 |2.12 1.24 0.62|1.0   0  99|   0     0 |           | 11   32    0   59    0
Feb 12 15:23:36 np0000000046 dstat.sh[58901]: 12-02 15:23:36| 17   2  79   0   0|1384M 1121M  166M 5078M|  11k 7264B|   0   271k|   0  17.0 |2066  2129 |2.12 1.24 0.62|4.0   0   0|   0     0 |           | 11   33    0   59    0
Feb 12 15:23:37 np0000000046 dstat.sh[58901]: 12-02 15:23:37| 17   6  76   0   0|1344M 1161M  166M 5078M|  10k 6686B|   0  4107B|   0  1.00 |3365  3468 |2.12 1.24 0.62|1.0   0  46|   0     0 |           | 11   32    0   60    0
Feb 12 15:23:38 np0000000046 dstat.sh[58901]: 12-02 15:23:38| 18   3  77   0   0|1358M 1147M  166M 5078M|6072B 3411B|   0  4083B|   0  1.00 |1658  1186 |2.12 1.24 0.62|  0   0   0|   0     0 |           | 11   33    0   57    0
Feb 12 15:23:39 np0000000046 dstat.sh[58901]: 12-02 15:23:39| 17   3  78   0   0|1365M 1141M  166M 5078M|  12k 9776B|   0   532k|   0  34.0 |3616  4527 |2.03 1.23 0.63|  0   0   0|   0     0 |           | 11   33    0   57    0
Feb 12 15:23:40 np0000000046 dstat.sh[58901]: 12-02 15:23:40| 15  10  73   0   0|1330M 1175M  166M 5079M|9953B 5593B|   0  2226k|   0   149 |4431  4169 |2.03 1.23 0.63|1.0   0 131|   0     0 |           | 11   32    0   57    0
Feb 12 15:23:41 np0000000046 dstat.sh[58901]: 12-02 15:23:41|  8  22  68   0   0|1323M 1182M  166M 5079M|5774B 1624B|   0    36k|   0  1.00 |5160  3360 |2.03 1.23 0.63|2.0   0 303|   0     0 |           | 11   32    0   57    0
Feb 12 15:23:42 np0000000046 dstat.sh[58901]: 12-02 15:23:42| 33  15  49   0   0|1420M 1085M  166M 5079M|5349B 1618B|  36k  639k|1.00  34.9 |4331  3135 |2.03 1.23 0.63|2.0   0 193|   0     0 |           | 11   32    0   55    0
Feb 12 15:23:43 np0000000046 dstat.sh[58901]: 12-02 15:23:43| 40   8  48   3   0|1479M 1022M  166M 5082M|4429B 1616B| 435k 7090k|17.0   613 |6049  7937 |2.03 1.23 0.63|6.0   0  36|   0     0 |           | 11   36    0   55    0
Feb 12 15:23:44 np0000000046 dstat.sh[58901]: 12-02 15:23:44| 35   9  42  12   0|1404M 1092M  167M 5086M|4320B 1620B|   0    40M|   0  3400 |  15k   27k|2.11 1.26 0.64|3.0 1.0 100|   0     0 |           | 11   36    0   55    0
Feb 12 15:23:45 np0000000046 dstat.sh[58901]: 12-02 15:23:45| 36   9  39  13   0|1467M 1026M  168M 5087M|4564B 1621B|   0    36M|   0  3276 |  14k   26k|2.11 1.26 0.64|2.0   0  38|   0     0 |           | 11   36    0   55    0
Feb 12 15:23:46 np0000000046 dstat.sh[58901]: 12-02 15:23:46| 45   6  47   1   0|1446M 1048M  168M 5087M|4448B 1455B|   0    11M|   0   608 |3905  4212 |2.11 1.26 0.64|2.0   0 6.0|   0     0 |           | 11   32    0   51    0
Feb 12 15:23:47 np0000000046 dstat.sh[58901]: 12-02 15:23:47| 39   9  45   6   0|1516M  977M  168M 5087M|4709B 1624B|   0    10M|   0  1466 |9233    15k|2.11 1.26 0.64|1.0 1.0 3.0|   0     0 |           | 11   34    0   51    0
Feb 12 15:23:48 np0000000046 dstat.sh[58901]: 12-02 15:23:48| 38  11  44   6   0|1411M 1082M  168M 5088M|4083B 1617B|   0    13M|   0  1578 |9646    16k|2.11 1.26 0.64|4.0   0  81|   0     0 |           | 11   32    0   51    0
Feb 12 15:23:49 np0000000046 dstat.sh[58901]: 12-02 15:23:49| 22   6  72   0   0|1407M 1085M  168M 5088M|4567B 1623B|   0   909k|   0  48.1 |2111  1780 |2.02 1.26 0.64|1.0   0  20|   0     0 |           | 11   32    0   51    0
Feb 12 15:23:50 np0000000046 dstat.sh[58901]: 12-02 15:23:50| 23   3  72   1   0|1394M 1098M  168M 5088M|4106B 1620B|   0  7576k|   0   398 |2280  2696 |2.02 1.26 0.64|1.0   0 1.0|   0     0 |           | 11   32    0   47    0
Feb 12 15:23:51 np0000000046 dstat.sh[58901]: 12-02 15:23:51| 22   4  73   0   0|1394M 1098M  168M 5088M|4167B 1620B|   0     0 |   0     0 |1818  1323 |2.02 1.26 0.64|1.0   0 2.0|   0     0 |           | 11   32    0   47    0
Feb 12 15:23:52 np0000000046 dstat.sh[58901]: 12-02 15:23:52| 24   3  74   0   0|1373M 1120M  168M 5088M|4726B 1621B|   0     0 |   0     0 |1713  1075 |2.02 1.26 0.64|1.0   0 1.0|   0     0 |           | 11   32    0   47    0
Feb 12 15:23:53 np0000000046 dstat.sh[58901]: 12-02 15:23:53| 21   4  73   0   0|1394M 1098M  168M 5088M|4499B 1620B|   0     0 |   0     0 |1847  1374 |2.02 1.26 0.64|1.0   0 3.0|   0     0 |           | 11   32    0   47    0
Feb 12 15:23:54 np0000000046 dstat.sh[58901]: 12-02 15:23:54| 23   2  74   0   0|1389M 1103M  168M 5088M|4635B 1457B|   0     0 |   0     0 |1715  1113 |1.94 1.25 0.64|1.0   0 1.0|   0     0 |           | 11   32    0   47    0
Feb 12 15:23:55 np0000000046 dstat.sh[58901]: 12-02 15:23:55| 22   4  74   0   0|1441M 1052M  168M 5088M|5667B 1620B|   0   180k|   0  2.00 |1816  1226 |1.94 1.25 0.64|1.0   0 2.0|   0     0 |           | 11   32    0   46    0
Feb 12 15:23:56 np0000000046 dstat.sh[58901]: 12-02 15:23:56| 23   2  74   0   0|1415M 1077M  168M 5088M|6205B 1662B|   0   336k|   0  69.0 |1793  1142 |1.94 1.25 0.64|1.0   0 1.0|   0     0 |           | 11   32    0   46    0
Feb 12 15:23:57 np0000000046 dstat.sh[58901]: 12-02 15:23:57| 23   4  73   0   0|1400M 1093M  168M 5088M|5623B 1620B|   0   176k|   0  12.0 |2028  1719 |1.94 1.25 0.64|1.0   0 1.0|   0     0 |           | 11   32    0   46    0
Feb 12 15:23:58 np0000000046 dstat.sh[58901]: 12-02 15:23:58| 21   4  73   0   0|1391M 1102M  168M 5088M|4407B 1620B|   0   408k|   0  29.0 |1885  1405 |1.94 1.25 0.64|1.0   0 2.0|   0     0 |           | 11   32    0   46    0
Feb 12 15:23:59 np0000000046 dstat.sh[58901]: 12-02 15:23:59| 23   3  74   0   0|1312M 1180M  168M 5088M|4740B 1620B|   0     0 |   0     0 |1773  1047 |1.87 1.25 0.64|1.0   0 1.0|   0     0 |           | 11   32    0   41    0
Feb 12 15:24:00 np0000000046 dstat.sh[58901]: 12-02 15:24:00| 22   4  73   0   0|1354M 1138M  168M 5088M|4796B 1619B|   0     0 |   0     0 |1871  1293 |1.87 1.25 0.64|1.0   0   0|   0     0 |           | 11   32    0   41    0
Feb 12 15:24:01 np0000000046 dstat.sh[58901]: 12-02 15:24:01| 21   4  73   0   0|1360M 1132M  168M 5088M|4869B 1455B|   0  1809k|   0   185 |1825  1269 |1.87 1.25 0.64|1.0   0 1.0|   0     0 |           | 11   32    0   41    0
Feb 12 15:24:02 np0000000046 dstat.sh[58901]: 12-02 15:24:02| 23   4  73   0   0|1401M 1091M  168M 5088M|5544B 1664B|   0    40k|   0  2.00 |1814  1171 |1.87 1.25 0.64|1.0   0 2.0|   0     0 |           | 11   32    0   41    0
Feb 12 15:24:03 np0000000046 dstat.sh[58901]: 12-02 15:24:03| 12  16  70   0   0|1372M 1120M  168M 5088M|4868B 1623B|   0   329k|   0  4.01 |4284  2906 |1.87 1.25 0.64|1.0   0 224|   0     0 |           | 11   32    0   37    0
Feb 12 15:24:04 np0000000046 dstat.sh[58901]: 12-02 15:24:04|  9  22  68   0   0|1371M 1121M  168M 5088M|4569B 1623B|   0   705k|   0  8.02 |5359  3678 |1.88 1.26 0.65|1.0   0 346|   0     0 |           | 11   32    0   37    0
Feb 12 15:24:05 np0000000046 dstat.sh[58901]: 12-02 15:24:05|  9  20  69   0   0|1370M 1122M  168M 5088M|4400B 1618B|   0   276k|   0  5.99 |5158  3575 |1.88 1.26 0.65|1.0   0 298|   0     0 |           | 11   32    0   37    0
Feb 12 15:24:06 np0000000046 dstat.sh[58901]: 12-02 15:24:06|  8  22  69   0   0|1350M 1142M  168M 5088M|4349B 1621B|   0   272k|   0  2.00 |5205  3639 |1.88 1.26 0.65|2.0   0 312|   0     0 |           | 11   32    0   37    0
Feb 12 15:24:07 np0000000046 dstat.sh[58901]: 12-02 15:24:07| 13  15  70   0   0|1368M 1124M  168M 5088M|4714B 1617B|   0   204k|   0  13.0 |4201  3214 |1.88 1.26 0.65|1.0   0 191|   0     0 |           | 11   32    0   33    0
Feb 12 15:24:08 np0000000046 dstat.sh[58901]: 12-02 15:24:08| 22   5  72   0   0|1405M 1087M  168M 5088M|4253B 1617B|   0   308k|   0  23.0 |1901  1380 |1.88 1.26 0.65|2.0   0 2.0|   0     0 |           | 11   32    0   33    0
Feb 12 15:24:09 np0000000046 dstat.sh[58901]: 12-02 15:24:09| 22   4  74   0   0|1398M 1094M  168M 5088M|4660B 1465B|   0    16k|   0  1.00 |1792  1231 |1.81 1.26 0.65|1.0   0 1.0|   0     0 |           | 11   32    0   33    0
Feb 12 15:24:10 np0000000046 dstat.sh[58901]: 12-02 15:24:10| 21   4  74   0   0|1406M 1086M  168M 5088M|5145B 1615B|   0     0 |   0     0 |1818  1188 |1.81 1.26 0.65|1.0   0 2.0|   0     0 |           | 11   32    0   33    0
Feb 12 15:24:11 np0000000046 dstat.sh[58901]: 12-02 15:24:11| 23   3  73   0   0|1313M 1179M  168M 5088M|4607B 1615B|   0    24k|   0  1.99 |1797  1242 |1.81 1.26 0.65|1.0   0 1.0|   0     0 |           | 11   32    0   29    0
Feb 12 15:24:12 np0000000046 dstat.sh[58901]: 12-02 15:24:12| 22   4  74   0   0|1396M 1095M  168M 5088M|5131B 1625B|   0   485k|   0  87.2 |1855  1313 |1.81 1.26 0.65|1.0   0 2.0|   0     0 |           | 11   32    0   29    0
Feb 12 15:24:13 np0000000046 dstat.sh[58901]: 12-02 15:24:13| 22   5  74   0   0|1412M 1079M  168M 5088M|4502B 1621B|   0    12k|   0  1.00 |1878  1298 |1.81 1.26 0.65|1.0   0 2.0|   0     0 |           | 11   32    0   29    0
Feb 12 15:24:14 np0000000046 dstat.sh[58901]: 12-02 15:24:14| 22   4  73   0   0|1460M 1032M  168M 5088M|4618B 1619B|   0    48k|   0  3.00 |1795  1153 |1.74 1.25 0.66|1.0   0 2.0|   0     0 |           | 11   32    0   29    0
Feb 12 15:24:15 np0000000046 dstat.sh[58901]: 12-02 15:24:15| 22   3  74   0   0|1433M 1059M  168M 5088M|4620B 1620B|   0    20k|   0  1.00 |1795  1202 |1.74 1.25 0.66|1.0   0 1.0|   0     0 |           | 11   32    0   22    0
Feb 12 15:24:16 np0000000046 dstat.sh[58901]: 12-02 15:24:16| 21   5  74   0   0|1446M 1046M  168M 5088M|4802B 1621B|   0  8195B|   0  1.00 |1778  1164 |1.74 1.25 0.66|1.0   0 2.0|   0     0 |           | 11   32    0   22    0
Feb 12 15:24:17 np0000000046 dstat.sh[58901]: 12-02 15:24:17| 23   3  73   0   0|1419M 1073M  168M 5088M|5077B 1459B|   0  2261k|   0  20.0 |1956  1535 |1.74 1.25 0.66|1.0   0 1.0|   0     0 |           | 11   32    0   22    0
Feb 12 15:24:18 np0000000046 dstat.sh[58901]: 12-02 15:24:18| 21   5  73   0   0|1424M 1068M  168M 5088M|4740B 1620B|   0   416k|   0  27.0 |1811  1280 |1.74 1.25 0.66|1.0   0 2.0|   0     0 |           | 11   32    0   22    0
Feb 12 15:24:19 np0000000046 dstat.sh[58901]: 12-02 15:24:19| 23   3  73   0   0|1404M 1088M  168M 5088M|4979B 1620B|   0    24k|   0  1.00 |1815  1151 |1.68 1.25 0.66|1.0   0 1.0|   0     0 |           | 11   32    0   16    0
Feb 12 15:24:20 np0000000046 dstat.sh[58901]: 12-02 15:24:20| 22   4  73   0   0|1411M 1081M  168M 5088M|5128B 1713B|   0  8188B|   0  2.00 |1852  1227 |1.68 1.25 0.66|1.0   0 2.0|   0     0 |           | 11   32    0   16    0
Feb 12 15:24:21 np0000000046 dstat.sh[58901]: 12-02 15:24:21| 23   3  74   0   0|1403M 1089M  168M 5088M|4841B 1625B|   0   100k|   0  2.01 |1721  1173 |1.68 1.25 0.66|1.0   0 2.0|   0     0 |           | 11   32    0   16    0
Feb 12 15:24:22 np0000000046 dstat.sh[58901]: 12-02 15:24:22| 22   4  74   0   0|1415M 1077M  168M 5088M|5306B 1615B|   0    52k|   0  1.99 |1703  1259 |1.68 1.25 0.66|1.0   0 1.0|   0     0 |           | 11   32    0   16    0
Feb 12 15:24:23 np0000000046 dstat.sh[58901]: 12-02 15:24:23| 21   5  73   0   0|1435M 1057M  168M 5088M|4741B 1620B|   0   244k|   0  33.0 |1922  1425 |1.68 1.25 0.66|1.0   0 3.0|   0     0 |           | 11   32    0   13    0
Feb 12 15:24:24 np0000000046 dstat.sh[58901]: 12-02 15:24:24| 23   3  74   0   0|1416M 1076M  168M 5088M|4459B 1458B|   0    20k|   0  1.00 |1758  1110 |1.63 1.24 0.66|1.0   0 1.0|   0     0 |           | 11   32    0   13    0
Feb 12 15:24:25 np0000000046 dstat.sh[58901]: 12-02 15:24:25| 28   6  66   0   0|1443M 1048M  168M 5088M|4200B 1620B|   0    20k|   0  1.00 |2886  9915 |1.63 1.24 0.66|1.0   0  36|   0     0 |           | 11   32    0   14    0
Feb 12 15:24:26 np0000000046 dstat.sh[58901]: 12-02 15:24:26| 21   5  73   0   0|1444M 1048M  168M 5088M|4741B 1620B|   0  4097B|   0  1.00 |1780  1261 |1.63 1.24 0.66|1.0   0 1.0|   0     0 |           | 11   32    0   14    0
Feb 12 15:24:27 np0000000046 dstat.sh[58901]: 12-02 15:24:27| 24   3  72   0   0|1472M 1020M  168M 5088M|4217B 1620B|   0   200k|   0  14.0 |1918  1541 |1.63 1.24 0.66|1.0   0 2.0|   0     0 |           | 11   32    0    9    0
Feb 12 15:24:28 np0000000046 dstat.sh[58901]: 12-02 15:24:28| 11  20  69   0   0|1426M 1066M  168M 5088M|4087B 1623B|   0   577k|   0  32.1 |5795  4576 |1.63 1.24 0.66|1.0   0 461|   0     0 |           | 11   32    0    9    0
Feb 12 15:24:29 np0000000046 dstat.sh[58901]: 12-02 15:24:29| 22   4  74   0   0|1458M 1034M  168M 5088M|4312B 1617B|   0     0 |   0     0 |1760  1254 |1.58 1.24 0.66|1.0   0   0|   0     0 |           | 11   32    0    9    0
Feb 12 15:24:30 np0000000046 dstat.sh[58901]: 12-02 15:24:30| 23   3  74   0   0|1447M 1045M  168M 5088M|4513B 1625B|   0     0 |   0     0 |1818  1034 |1.58 1.24 0.66|1.0   0 9.0|   0     0 |           | 11   32    0    9    0
Feb 12 15:24:31 np0000000046 dstat.sh[58901]: 12-02 15:24:31| 22   4  73   0   0|1471M 1020M  168M 5088M|5095B 1619B|   0     0 |   0     0 |1688  1260 |1.58 1.24 0.66|1.0   0   0|   0     0 |           | 11   32    0    5    0
Feb 12 15:24:32 np0000000046 dstat.sh[58901]: 12-02 15:24:32| 19  13  69   0   0|1433M 1058M  168M 5089M|5330B 1459B|  40k   60k|2.00  4.00 |4016  3029 |1.58 1.24 0.66|3.0   0 278|   0     0 |           | 11   32    0    5    0
Feb 12 15:24:33 np0000000046 dstat.sh[58901]: 12-02 15:24:33|  8  22  70   0   0|1419M 1072M  168M 5089M|5701B 1620B|   0   412k|   0  37.0 |6209  4859 |1.58 1.24 0.66|1.0   0 493|   0     0 |           | 11   32    0    5    0
Feb 12 15:24:34 np0000000046 dstat.sh[58901]: 12-02 15:24:34|  8  22  68   0   0|1399M 1093M  168M 5089M|5337B 1619B|   0   204k|   0  4.00 |6434  5102 |1.61 1.25 0.67|3.0   0 529|   0     0 |           | 11   32    0    5    0
Feb 12 15:24:35 np0000000046 dstat.sh[58901]: 12-02 15:24:35|  8  23  68   0   0|1382M 1109M  168M 5089M|5247B 1620B|   0  1244k|   0  14.0 |6291  4879 |1.61 1.25 0.67|1.0   0 516|   0     0 |           | 11   32    0    5    0
Feb 12 15:24:36 np0000000046 dstat.sh[58901]: 12-02 15:24:36|  8  22  69   0   0|1368M 1123M  168M 5089M|5247B 1620B|   0  1104k|   0  12.0 |6089  4641 |1.61 1.25 0.67|2.0   0 477|   0     0 |           | 11   32    0    4    0
Feb 12 15:24:37 np0000000046 dstat.sh[58901]: 12-02 15:24:37|  9  22  68   0   0|1356M 1135M  168M 5089M|4811B 1616B|   0  1676k|   0  87.8 |6093  4843 |1.61 1.25 0.67|1.0   0 428|   0     0 |           | 11   32    0    4    0
Feb 12 15:24:38 np0000000046 dstat.sh[58901]: 12-02 15:24:38|  8  21  69   0   0|1367M 1124M  168M 5089M|4212B 1625B|   0  2270k|   0   113 |5644  4423 |1.61 1.25 0.67|1.0   0 368|   0     0 |           | 11   32    0    4    0
Feb 12 15:24:39 np0000000046 dstat.sh[58901]: 12-02 15:24:39|  8  21  70   0   0|1350M 1141M  168M 5089M|4912B 1617B|   0   331k|   0  8.98 |6016  4601 |1.64 1.26 0.68|1.0   0 447|   0     0 |           | 11   32    0    4    0
Feb 12 15:24:40 np0000000046 dstat.sh[58901]: 12-02 15:24:40|  9  22  68   0   0|1350M 1141M  168M 5089M|5842B 1459B|   0    56k|   0  14.0 |6322  4913 |1.64 1.26 0.68|1.0   0 543|   0     0 |           | 11   32    0    3    0
Feb 12 15:24:41 np0000000046 dstat.sh[58901]: 12-02 15:24:41| 11  22  67   0   0|1294M 1197M  168M 5089M|5225B 1622B|   0    20k|   0  5.00 |5680  4319 |1.64 1.26 0.68|5.0   0 417|   0     0 |           | 11   34    0    3    0
Feb 12 15:24:42 np0000000046 dstat.sh[58901]: 12-02 15:24:42| 36  31  31   0   0|1359M 1132M  168M 5089M|5834B 1619B|   0  1191k|   0  65.0 |6767  6171 |1.64 1.26 0.68|3.0   0 654|   0     0 |           | 11   32    0    9    0
Feb 12 15:24:43 np0000000046 dstat.sh[58901]: 12-02 15:24:43| 65  10  24   0   0|1557M  933M  169M 5090M|4559B 1620B|  16k  256k|1.00  8.00 |3891  1739 |1.64 1.26 0.68|4.0   0 3.0|   0     0 |           | 11   32    0    9    0
Feb 12 15:24:44 np0000000046 dstat.sh[58901]: 12-02 15:24:44| 45  10  31  11   0|1586M  891M  170M 5100M|4138B 1619B| 428k   49M|9.00  3651 |  17k   30k|1.75 1.29 0.69|4.0   0 109|   0     0 |           | 11   38    0    9    0
Feb 12 15:24:45 np0000000046 dstat.sh[58901]: 12-02 15:24:45| 39  16  30  14   0|1621M  845M  170M 5111M|4505B 1622B|   0    89M|   0  6510 |  21k   45k|1.75 1.29 0.69|7.0   0 153|   0     0 |           | 11   36    0    9    0
Feb 12 15:24:46 np0000000046 dstat.sh[58901]: 12-02 15:24:46| 43  11  30  12   0|1629M  826M  171M 5120M|9693B 6705B|   0    90M|   0  7114 |  21k   44k|1.75 1.29 0.69|5.0   0  54|   0     0 |           | 11   37    0    9    0
Feb 12 15:24:47 np0000000046 dstat.sh[58901]: 12-02 15:24:47| 35  20  34   8   0|1514M  934M  171M 5126M|9273B 5970B| 371k   54M|5.99  3827 |  17k   31k|1.75 1.29 0.69|5.0   0 337|   0     0 |           | 11   34    0   10    0
Feb 12 15:24:48 np0000000046 dstat.sh[58901]: 12-02 15:24:48| 46  23  21   8   0|1541M  900M  172M 5133M|4275B 1626B|1120k   55M|20.1  4121 |  18k   36k|1.75 1.29 0.69|3.0   0 220|   0     0 |           | 11   34    0   10    0
Feb 12 15:24:49 np0000000046 dstat.sh[58901]: 12-02 15:24:49| 33  13  42  10   0|1553M  885M  172M 5136M|  13k   11k| 668k   50M|12.0  4002 |  17k   32k|2.01 1.36 0.71|1.0   0 162|   0     0 |           | 11   35    0   10    0
Feb 12 15:24:50 np0000000046 dstat.sh[58901]: 12-02 15:24:50| 27   8  51  11   0|1543M  890M  172M 5140M|  16k   11k|   0    55M|   0  4334 |  20k   37k|2.01 1.36 0.71|2.0 1.0  45|   0     0 |           | 11   34    1   10    0
Feb 12 15:24:51 np0000000046 dstat.sh[58901]: 12-02 15:24:51| 35  10  41  11   0|1515M  919M  172M 5140M|5234B 1698B|   0    45M|   0  3930 |  15k   30k|2.01 1.36 0.71|2.0 1.0  48|   0     0 |           | 11   34    0   10    0
Feb 12 15:24:52 np0000000046 dstat.sh[58901]: 12-02 15:24:52| 31   9  47  11   0|1524M  908M  173M 5140M|  12k 8531B|   0    52M|   0  4502 |  17k   34k|2.01 1.36 0.71|2.0   0  42|   0     0 |           | 11   35    0   10    0
Feb 12 15:24:53 np0000000046 dstat.sh[58901]: 12-02 15:24:53| 32   7  47  10   0|1519M  911M  173M 5142M|  14k   11k|   0    47M|   0  3895 |  17k   33k|2.01 1.36 0.71|1.0 1.0  37|   0     0 |           | 11   35    0   10    0
Feb 12 15:24:54 np0000000046 dstat.sh[58901]: 12-02 15:24:54| 34  12  42  11   0|1523M  905M  173M 5144M|  10k 5196B|   0    35M|   0  3445 |  16k   29k|2.25 1.42 0.74|2.0 1.0 122|   0     0 |           | 11   36    0   11    0
Feb 12 15:24:55 np0000000046 dstat.sh[58901]: 12-02 15:24:55| 31   9  45  13   0|1553M  872M  173M 5148M|  11k 6490B|   0    54M|   0  4581 |  17k   33k|2.25 1.42 0.74|3.0 1.0  54|   0     0 |           | 11   37    0   11    0
Feb 12 15:24:56 np0000000046 dstat.sh[58901]: 12-02 15:24:56| 29  10  47  12   0|1547M  875M  173M 5150M|  13k 8620B|   0    58M|   0  4687 |  19k   37k|2.25 1.42 0.74|7.0   0  45|   0     0 |           | 11   37    0   11    0
Feb 12 15:24:57 np0000000046 dstat.sh[58901]: 12-02 15:24:57| 31  10  46  10   0|1475M  944M  173M 5153M|  13k 9195B|   0    45M|   0  3843 |  18k   33k|2.25 1.42 0.74|3.0   0 120|   0     0 |           | 11   36    0   11    0
Feb 12 15:24:58 np0000000046 dstat.sh[58901]: 12-02 15:24:58| 36   9  42  12   0|1535M  882M  173M 5155M|6114B 3585B|   0    67M|   0  5265 |  17k   36k|2.25 1.42 0.74|1.0   0  51|   0     0 |           | 11   37    0   11    0
Feb 12 15:24:59 np0000000046 dstat.sh[58901]: 12-02 15:24:59| 28   9  49  12   0|1529M  893M  173M 5150M|  14k   10k|   0    58M|   0  4994 |  20k   39k|2.23 1.43 0.74|1.0   0  21|   0     0 |           | 11   37    0   11    0
Feb 12 15:25:00 np0000000046 dstat.sh[58901]: 12-02 15:25:00| 35   7  50   5   0|1326M 1096M  173M 5150M|  14k   11k|   0    27M|   0  2068 |  11k   18k|2.23 1.43 0.74|2.0   0  65|   0     0 |           | 11   32    0   14    0
Feb 12 15:25:01 np0000000046 dstat.sh[58901]: 12-02 15:25:01| 22  14  62   0   0|1376M 1045M  173M 5150M|4817B 1617B|   0   479k|   0  27.0 |3527  2664 |2.23 1.43 0.74|2.0   0 220|   0     0 |           | 11   32    0   14    0
Feb 12 15:25:02 np0000000046 dstat.sh[58901]: 12-02 15:25:02| 16   3  80   0   0|1388M 1033M  173M 5150M|  13k 9081B|   0   392k|   0  20.0 |2720  2976 |2.23 1.43 0.74|1.0   0 3.0|   0     0 |           | 11   33    0   14    0
Feb 12 15:25:03 np0000000046 dstat.sh[58901]: 12-02 15:25:03| 20   6  74   0   0|1400M 1021M  173M 5150M|5912B 2876B|   0   800k|   0  24.0 |2687  2214 |2.23 1.43 0.74|1.0   0  35|   0     0 |           | 11   32    0   15    0
Feb 12 15:25:04 np0000000046 dstat.sh[58901]: 12-02 15:25:04| 18   3  78   0   0|1426M  995M  173M 5150M|9768B 6715B|   0   312k|   0  18.0 |1941  1626 |2.13 1.42 0.74|1.0   0   0|   0     0 |           | 11   33    0   15    0
Feb 12 15:25:05 np0000000046 dstat.sh[58901]: 12-02 15:25:05| 15   7  76   0   0|1387M 1034M  173M 5150M|6426B 3298B|   0  1000k|   0  67.0 |2954  2762 |2.13 1.42 0.74|1.0   0  60|   0     0 |           | 11   32    0   16    0
Feb 12 15:25:06 np0000000046 dstat.sh[58901]: 12-02 15:25:06| 20   4  76   0   0|1386M 1035M  173M 5151M|6256B 3585B|   0    40k|   0  4.00 |1719  1196 |2.13 1.42 0.74|  0   0   0|   0     0 |           | 11   33    0   16    0
